start	end	seg_len
1127542188	1127563330	21142
1127563332	1127565085	1753
1127600564	1127603597	3033
1127603657	1127603897	240
1127603957	1127604344	387
1127605981	1127610497	4516
1127610557	1127613326	2769
1127617667	1127622893	5226
1127622895	1127634250	11355
1127637592	1127658701	21109
1127658703	1127658897	194
1127664295	1127666082	1787
1127666339	1127668646	2307
1127678215	1127679028	813
1127688849	1127710579	21730
1127710581	1127719096	8515
1127719098	1127723005	3907
1127723007	1127733350	10343
1127733352	1127742709	9357
1127781937	1127793195	11258
1127793197	1127797783	4586
1127807931	1127808657	726
1127808659	1127808839	180
1127808841	1127809144	303
1127809146	1127809262	116
1127809264	1127811138	1874
1127811140	1127812118	978
1127812120	1127814167	2047
1127976803	1128000259	23456
1128000460	1128005353	4893
1128005355	1128007754	2399
1128035545	1128035610	65
1128036741	1128037349	608
1128039919	1128072513	32594
1128116549	1128121872	5323
1128122408	1128133877	11469
1128133879	1128154234	20355
1128154485	1128171655	17170
1128212167	1128238559	26392
1128238561	1128239687	1126
1128240543	1128266155	25612
1128266157	1128286641	20484
1128286643	1128299091	12448
1128318750	1128320656	1906
1128321192	1128325814	4622
1128325816	1128331217	5401
1128331338	1128331556	218
1128331558	1128331559	1
1128331564	1128331570	6
1128331572	1128331575	3
1128331578	1128331582	4
1128331584	1128331627	43
1128331631	1128331639	8
1128331642	1128331773	131
1128331775	1128331777	2
1128331779	1128331788	9
1128331791	1128331817	26
1128331877	1128331931	54
1128331934	1128332954	1020
1128332956	1128335870	2914
1128335874	1128340236	4362
1128340238	1128351692	11454
1128387596	1128388094	498
1128388096	1128388858	762
1128389405	1128404000	14595
1128404291	1128406196	1905
1128407435	1128421524	14089
1128422763	1128425941	3178
1128426238	1128429151	2913
1128429153	1128432601	3448
1128432991	1128441561	8570
1128441563	1128444240	2677
1128445225	1128459298	14073
1128465254	1128466256	1002
1128466792	1128468203	1411
1128468205	1128469140	935
1128469200	1128473882	4682
1128473884	1128485827	11943
1128485829	1128497088	11259
1128497090	1128504361	7271
1128538016	1128538303	287
1128538305	1128538323	18
1128538327	1128538329	2
1128538332	1128538335	3
1128538341	1128538349	8
1128538352	1128538381	29
1128538385	1128538479	94
1128538481	1128538483	2
1128538486	1128539722	1236
1128618578	1128621839	3261
1128621841	1128634866	13025
1128634868	1128640101	5233
1128640103	1128641735	1632
1128643606	1128648848	5242
1128648850	1128688467	39617
1128688737	1128694756	6019
1128694758	1128694800	42
1128694920	1128695160	240
1128695280	1128695460	180
1128695520	1128697320	1800
1128697380	1128697740	360
1128697800	1128698280	480
1128698340	1128699900	1560
1128700020	1128700260	240
1128700380	1128700620	240
1128700740	1128701040	300
1128701100	1128702480	1380
1128702540	1128703380	840
1128703440	1128703500	60
1128703560	1128704640	1080
1128704700	1128705480	780
1128705600	1128706020	420
1128706200	1128706638	438
1128706640	1128706898	258
1128736191	1128736311	120
1128736313	1128740606	4293
1128740608	1128740621	13
1128740623	1128740634	11
1128740636	1128740641	5
1128740647	1128740650	3
1128740652	1128740655	3
1128740665	1128740666	1
1128740685	1128740688	3
1128740690	1128740691	1
1128740693	1128740715	22
1128740835	1128741255	420
1128741257	1128741542	285
1128741552	1128741553	1
1128741557	1128741560	3
1128741564	1128741565	1
1128741572	1128741573	1
1128741578	1128741596	18
1128741598	1128741681	83
1128741684	1128741687	3
1128741689	1128741690	1
1128741692	1128741695	3
1128741707	1128741708	1
1128741713	1128741715	2
1128741717	1128741720	3
1128741722	1128741723	1
1128741725	1128763899	22174
1128771811	1128775559	3748
1128775922	1128776436	514
1128813341	1128824629	11288
1128824904	1128830762	5858
1128833654	1128837795	4141
1128870937	1128872460	1523
1128872580	1128873000	420
1128873120	1128873899	779
1128876392	1128876769	377
1128877020	1128878520	1500
1128878640	1128879180	540
1128879360	1128880035	675
1128892523	1128894292	1769
1128894543	1128895812	1269
1128899369	1128904753	5384
1128905004	1128913468	8464
1128913718	1128922730	9012
1128929810	1128929842	32
1128931801	1128933662	1861
1128933913	1128938925	5012
1128939245	1128940022	777
1128940272	1128947402	7130
1128947653	1128949020	1367
1128949080	1128950831	1751
1128950833	1128953940	3107
1128954060	1128954120	60
1128954240	1128954360	120
1128954420	1128954480	60
1128954600	1128955314	714
1128955316	1128956513	1197
1128988282	1128997504	9222
1128997506	1129003849	6343
1129007625	1129008348	723
1129008351	1129011308	2957
1129035879	1129039560	3681
1129039680	1129040640	960
1129040760	1129041000	240
1129041120	1129043340	2220
1129043460	1129044240	780
1129044300	1129045560	1260
1129045680	1129045980	300
1129046040	1129046280	240
1129046400	1129048320	1920
1129048380	1129048440	60
1129048560	1129048740	180
1129048800	1129050000	1200
1129050120	1129050540	420
1129050600	1129050720	120
1129050780	1129051918	1138
1129051920	1129052628	708
1129061194	1129061253	59
1129065876	1129067220	1344
1129067340	1129067880	540
1129067940	1129068120	180
1129068240	1129085501	17261
1129087819	1129096460	8641
1129096462	1129118968	22506
1129216201	1129218462	2261
1129244960	1129257251	12291
1129273986	1129287819	13833
1129287821	1129294718	6897
1129300460	1129300740	280
1129300860	1129301025	165
1129309612	1129309860	248
1129309920	1129311240	1320
1129311480	1129312500	1020
1129312620	1129312740	120
1129328636	1129334437	5801
1129337279	1129341383	4104
1129343797	1129364656	20859
1129364658	1129364688	30
1129365224	1129368185	2961
1129368187	1129369936	1749
1129370472	1129381413	10941
1129482594	1129485480	2886
1129485600	1129486718	1118
1129488891	1129489147	256
1129498503	1129498756	253
1129512383	1129520523	8140
1129520526	1129520527	1
1129520529	1129523645	3116
1129523647	1129529340	5693
1129529342	1129529343	1
1129529345	1129530558	1213
1129530560	1129542699	12139
1129542703	1129560840	18137
1129560960	1129566061	5101
1129619484	1129622068	2584
1129622956	1129627649	4693
1129633206	1129637823	4617
1129638314	1129643773	5459
1129643775	1129648547	4772
1129660038	1129660407	369
1129660409	1129660580	171
1129660582	1129661855	1273
1129674847	1129676608	1761
1129684877	1129685744	867
1129685746	1129688794	3048
1129697674	1129697729	55
1129697731	1129701315	3584
1129721697	1129736376	14679
1129742732	1129743297	565
1129745176	1129745360	184
1129747226	1129752779	5553
1129755792	1129756504	712
1129758552	1129760576	2024
1129773438	1129776761	3323
1129786110	1129790631	4521
1129790635	1129795795	5160
1129795797	1129800360	4563
1129800362	1129800714	352
1129800716	1129800886	170
1129800889	1129800917	28
1129979732	1129986194	6462
1130018622	1130019000	378
1130019060	1130021580	2520
1130021640	1130022832	1192
1130023552	1130024424	872
1130024829	1130025815	986
1130026512	1130027531	1019
1130027698	1130030580	2882
1130030640	1130066791	36151
1130075051	1130078332	3281
1130079126	1130079840	714
1130079900	1130080260	360
1130080380	1130081100	720
1130081220	1130081400	180
1130081520	1130081880	360
1130081940	1130082300	360
1130082360	1130082840	480
1130082900	1130083800	900
1130083920	1130084400	480
1130084520	1130084807	287
1130086404	1130086800	396
1130086920	1130087460	540
1130087520	1130087544	24
1130087919	1130088000	81
1130088060	1130088337	277
1130128678	1130146718	18040
1130146720	1130164504	17784
1130170615	1130170740	125
1130171209	1130178240	7031
1130178300	1130184000	5700
1130184060	1130184410	350
1130187911	1130188560	649
1130188620	1130190960	2340
1130191020	1130192283	1263
1130196168	1130200684	4516
1130200686	1130210873	10187
1130210875	1130224391	13516
1130224393	1130235603	11210
1130235608	1130244154	8546
1130313067	1130313751	684
1130313753	1130313763	10
1130313766	1130313809	43
1130313817	1130313827	10
1130317454	1130326814	9360
1130326816	1130326889	73
1130326896	1130326899	3
1130326902	1130326903	1
1130327024	1130327025	1
1130327027	1130327098	71
1130327100	1130327105	5
1130327107	1130327119	12
1130327122	1130327127	5
1130327129	1130327130	1
1130327132	1130327133	1
1130327137	1130327143	6
1130327205	1130327211	6
1130327213	1130330490	3277
1130475459	1130477303	1844
1130477306	1130479541	2235
1130479543	1130482404	2861
1130482406	1130482411	5
1130499285	1130501139	1854
1130501141	1130514420	13279
1130514480	1130520360	5880
1130520420	1130520620	200
1130520898	1130521560	662
1130521620	1130525903	4283
1130525905	1130545189	19284
1130546106	1130559233	13127
1130572617	1130576083	3466
1130576085	1130578448	2363
1130585400	1130591332	5932
1130591334	1130594443	3109
1130638260	1130638974	714
1130638976	1130645697	6721
1130667304	1130675171	7867
1130675332	1130685317	9985
1130685320	1130685390	70
1130685392	1130685395	3
1130685397	1130685661	264
1130685666	1130687171	1505
1130687173	1130687676	503
1130687680	1130688703	1023
1130688763	1130688807	44
1130688809	1130688863	54
1130688865	1130688968	103
1130688970	1130688975	5
1130688978	1130689006	28
1130723636	1130731546	7910
1130731548	1130743336	11788
1130744618	1130753414	8796
1130767176	1130781297	14121
1130781299	1130807319	26020
1130807322	1130835738	28416
1130835740	1130854966	19226
1130854970	1130859980	5010
1130859983	1130862390	2407
1130862392	1130864259	1867
1130875481	1130889650	14169
1130893220	1130895993	2773
1130899824	1130904871	5047
1130904873	1130916245	11372
1130942416	1130943616	1200
1130962556	1130965832	3276
1130969522	1130973762	4240
1131145278	1131145874	596
1131146129	1131146351	222
1131146353	1131146660	307
1131146662	1131147058	396
1131147060	1131147698	638
1131147700	1131147915	215
1131147917	1131147997	80
1131147999	1131148211	212
1131148462	1131148542	80
1131148544	1131149425	881
1131149427	1131149756	329
1131149758	1131149878	120
1131149880	1131149904	24
1131149906	1131150279	373
1131150281	1131150358	77
1131150360	1131150570	210
1131150572	1131150708	136
1131150710	1131151038	328
1131151040	1131151678	638
1131151680	1131151935	255
1131151937	1131152659	722
1131152661	1131153455	794
1131153457	1131155018	1561
1131155020	1131156320	1300
1131156322	1131156648	326
1131156650	1131157250	600
1131157253	1131157654	401
1131157656	1131157755	99
1131157757	1131157867	110
1131157869	1131158205	336
1131158208	1131158220	12
1131158222	1131158611	389
1131158613	1131158866	253
1131158868	1131158983	115
1131158985	1131158991	6
1131158993	1131159249	256
1131159251	1131159317	66
1131159319	1131159400	81
1131159402	1131159459	57
1131159461	1131159866	405
1131159869	1131160063	194
1131160065	1131160218	153
1131160220	1131160570	350
1131160572	1131160725	153
1131160727	1131160823	96
1131160825	1131161590	765
1131161592	1131162629	1037
1131162631	1131162813	182
1131162815	1131162990	175
1131162992	1131163421	429
1131163423	1131163592	169
1131163594	1131163631	37
1131163633	1131163845	212
1131163847	1131165569	1722
1131165571	1131165927	356
1131165929	1131165960	31
1131166521	1131166598	77
1131166600	1131166657	57
1131166659	1131167100	441
1131167102	1131167246	144
1131167248	1131167355	107
1131167357	1131167456	99
1131167458	1131168249	791
1131168251	1131168898	647
1131168900	1131169482	582
1131169485	1131169819	334
1131169821	1131170124	303
1131170126	1131172489	2363
1131172491	1131172660	169
1131172662	1131173494	832
1131173496	1131173650	154
1131173652	1131174121	469
1131174123	1131174247	124
1131174250	1131174400	150
1131174402	1131174908	506
1131174911	1131176960	2049
1131176962	1131177192	230
1131177194	1131177343	149
1131177345	1131177469	124
1131177471	1131177527	56
1131177530	1131177780	250
1131177782	1131178401	619
1131178403	1131179533	1130
1131182058	1131184277	2219
1131184279	1131184659	380
1131184661	1131184936	275
1131184938	1131185335	397
1131185337	1131185472	135
1131185474	1131185482	8
1131185484	1131186244	760
1131186246	1131186300	54
1131186302	1131186613	311
1131186615	1131186675	60
1131186677	1131187023	346
1131187025	1131187302	277
1131187304	1131187851	547
1131187853	1131188044	191
1131188046	1131188228	182
1131188230	1131189337	1107
1131189339	1131190469	1130
1131191403	1131191797	394
1131191799	1131191814	15
1131191816	1131191895	79
1131191897	1131192126	229
1131192128	1131192320	192
1131192322	1131192331	9
1131192333	1131192504	171
1131192506	1131192768	262
1131192770	1131193385	615
1131269743	1131269821	78
1131269823	1131270001	178
1131270003	1131270610	607
1131270612	1131270737	125
1131270739	1131272451	1712
1131272453	1131272859	406
1131293845	1131294497	652
1131294499	1131295054	555
1131295056	1131295468	412
1131295470	1131295682	212
1131295684	1131296484	800
1131296486	1131296857	371
1131296859	1131297949	1090
1131297951	1131298028	77
1131298030	1131298688	658
1131298690	1131298698	8
1131308708	1131308745	37
1131308747	1131308974	227
1131309187	1131314499	5312
1131319276	1131320994	1718
1131320996	1131321189	193
1131321191	1131321316	125
1131321318	1131321641	323
1131321643	1131322488	845
1131322490	1131331621	9131
1131331623	1131333068	1445
1131333070	1131333697	627
1131333699	1131334578	879
1131334580	1131334715	135
1131335337	1131337366	2029
1131337368	1131340129	2761
1131340131	1131340497	366
1131340499	1131342401	1902
1131342403	1131342976	573
1131342978	1131343132	154
1131343134	1131343137	3
1131343140	1131343173	33
1131343175	1131343205	30
1131343207	1131343260	53
1131343262	1131343291	29
1131343293	1131343296	3
1131343298	1131343301	3
1131343303	1131343305	2
1131343308	1131343316	8
1131343319	1131343334	15
1131343336	1131343339	3
1131343341	1131343359	18
1131343361	1131343363	2
1131343366	1131343369	3
1131343371	1131343379	8
1131343381	1131343385	4
1131343387	1131343390	3
1131343392	1131343396	4
1131347945	1131348258	313
1131348260	1131350286	2026
1131350288	1131351241	953
1131351243	1131351281	38
1131351283	1131353277	1994
1131353279	1131354572	1293
1131354574	1131354765	191
1131354767	1131354977	210
1131354979	1131355010	31
1131355013	1131355426	413
1131355428	1131355528	100
1131355530	1131356219	689
1131356221	1131357247	1026
1131357249	1131357311	62
1131357313	1131358072	759
1131358074	1131358692	618
1131358694	1131360372	1678
1131360374	1131360995	621
1131360997	1131361097	100
1131361099	1131363564	2465
1131363566	1131363799	233
1131363801	1131363871	70
1131364956	1131365348	392
1131365351	1131365909	558
1131365911	1131365946	35
1131365948	1131368562	2614
1131368564	1131370343	1779
1131370345	1131371077	732
1131371079	1131372170	1091
1131376954	1131377049	95
1131377051	1131377108	57
1131377306	1131377916	610
1131378295	1131378583	288
1131378585	1131379338	753
1131379340	1131381571	2231
1131381573	1131381887	314
1131381889	1131383141	1252
1131383143	1131384363	1220
1131384365	1131384758	393
1131384760	1131384789	29
1131384791	1131384989	198
1131384993	1131385050	57
1131385052	1131385262	210
1131385264	1131386169	905
1131386171	1131387094	923
1131394911	1131395474	563
1131395476	1131397208	1732
1131397210	1131397345	135
1131397984	1131399005	1021
1131399007	1131400360	1353
1131400362	1131400452	90
1131400454	1131401084	630
1131401086	1131402241	1155
1131402243	1131403562	1319
1131403564	1131404151	587
1131404153	1131405141	988
1131405409	1131407570	2161
1131407572	1131407838	266
1131407840	1131410460	2620
1131410462	1131411737	1275
1131411739	1131411948	209
1131411950	1131412299	349
1131412301	1131414674	2373
1131414676	1131414847	171
1131414849	1131415250	401
1131415252	1131415453	201
1131415455	1131416827	1372
1131416829	1131416986	157
1131416989	1131417223	234
1131417225	1131417838	613
1131417840	1131418298	458
1131418300	1131419052	752
1131419054	1131419390	336
1131419392	1131420533	1141
1131420535	1131420611	76
1131420613	1131420812	199
1131420815	1131421802	987
1131421804	1131422012	208
1131422014	1131422308	294
1131422310	1131422861	551
1131422864	1131423864	1000
1131423866	1131424028	162
1131424031	1131424154	123
1131424156	1131425886	1730
1131425888	1131426271	383
1131599292	1131599463	171
1131599466	1131600606	1140
1131600921	1131600974	53
1131601351	1131601483	132
1131601485	1131601712	227
1131601714	1131601909	195
1131601911	1131602540	629
1131602542	1131602723	181
1131602725	1131603304	579
1131603306	1131603489	183
1131603491	1131604227	736
1131604229	1131604246	17
1131604248	1131604641	393
1131604643	1131604657	14
1131604659	1131604710	51
1131604712	1131605095	383
1131605097	1131605355	258
1131605357	1131606127	770
1131606129	1131606155	26
1131606157	1131607133	976
1131607135	1131607141	6
1131607143	1131607936	793
1131607938	1131608186	248
1131608188	1131608691	503
1131608693	1131608895	202
1131608897	1131609709	812
1131609711	1131609847	136
1131609849	1131610629	780
1131610631	1131611646	1015
1131611648	1131612237	589
1131612239	1131613010	771
1131613012	1131613070	58
1131613072	1131613116	44
1131613118	1131613178	60
1131613180	1131613232	52
1131613234	1131614551	1317
1131614553	1131615397	844
1131615400	1131616327	927
1131634229	1131634481	252
1131634483	1131634542	59
1131634544	1131634915	371
1131634917	1131635460	543
1131635462	1131636950	1488
1131636952	1131637421	469
1131637423	1131638432	1009
1131638434	1131638650	216
1131638652	1131638697	45
1131638699	1131639533	834
1131639535	1131641385	1850
1131641387	1131641635	248
1131641637	1131642203	566
1131642205	1131642294	89
1131642296	1131643268	972
1131643270	1131643465	195
1131643467	1131644524	1057
1131644526	1131644756	230
1131644758	1131644845	87
1131644847	1131646150	1303
1131646152	1131647696	1544
1131648702	1131648878	176
1131648880	1131650168	1288
1131650170	1131650348	178
1131650350	1131650419	69
1131650421	1131651534	1113
1131651536	1131652120	584
1131652122	1131652300	178
1131652302	1131653771	1469
1131653773	1131653975	202
1131653977	1131655663	1686
1131655665	1131655927	262
1131656641	1131656728	87
1131656730	1131657430	700
1131657432	1131657808	376
1131657810	1131658804	994
1131658806	1131659115	309
1131659118	1131659498	380
1131659500	1131659645	145
1131659647	1131659681	34
1131659683	1131660155	472
1131660157	1131660164	7
1131660166	1131660224	58
1131660226	1131660557	331
1131660559	1131660948	389
1131660950	1131662393	1443
1131662395	1131663085	690
1131663087	1131663615	528
1131663617	1131664139	522
1131664141	1131664394	253
1131664396	1131665254	858
1131704322	1131706152	1830
1131706154	1131706283	129
1131706285	1131717650	11365
1131718585	1131723872	5287
1131723874	1131725337	1463
1131725339	1131727639	2300
1131736295	1131736450	155
1131736452	1131737248	796
1131740269	1131741112	843
1131741114	1131741249	135
1131741251	1131742028	777
1131742030	1131742121	91
1131742123	1131742157	34
1131747252	1131747900	648
1131747903	1131748901	998
1131748903	1131750294	1391
1131750296	1131751133	837
1131751135	1131754295	3160
1131754297	1131755857	1560
1131755859	1131755874	15
1131755876	1131757585	1709
1131757587	1131758765	1178
1131758767	1131759176	409
1131759178	1131759570	392
1131759572	1131762041	2469
1131762043	1131762810	767
1131762812	1131763420	608
1131763422	1131763980	558
1131763982	1131765588	1606
1131765590	1131766921	1331
1131766923	1131767878	955
1131767880	1131769651	1771
1131769653	1131772299	2646
1131772301	1131772335	34
1131944359	1131944382	23
1131944384	1131944387	3
1131944389	1131944400	11
1131944402	1131944409	7
1131944411	1131944418	7
1131944420	1131944435	15
1131944438	1131944453	15
1131944456	1131944465	9
1131944467	1131944473	6
1131944475	1131944476	1
1131944480	1131944485	5
1131944487	1131944489	2
1131944492	1131944519	27
1131944521	1131944549	28
1131944551	1131944613	62
1131944615	1131944637	22
1131944639	1131944642	3
1131944645	1131944653	8
1131944655	1131944659	4
1131944664	1131944676	12
1131944678	1131944682	4
1131944685	1131944713	28
1131944715	1131944728	13
1131944730	1131944733	3
1131944735	1131944736	1
1131944739	1131944742	3
1131944744	1131944752	8
1131944754	1131944764	10
1131944766	1131944773	7
1131944775	1131944784	9
1131944786	1131944804	18
1131944808	1131944815	7
1131944817	1131944899	82
1131944901	1131944904	3
1131944907	1131944915	8
1131944917	1131944927	10
1131944929	1131944945	16
1131944948	1131944962	14
1131944964	1131944975	11
1131944977	1131945008	31
1131945010	1131945015	5
1131945017	1131945033	16
1131945035	1131945085	50
1131945088	1131945096	8
1131945098	1131945114	16
1131945116	1131945137	21
1131945139	1131945192	53
1131945194	1131945199	5
1131945201	1131945210	9
1131945212	1131945224	12
1131945226	1131945233	7
1131945235	1131945241	6
1131945244	1131945263	19
1131945265	1131945280	15
1131945282	1131945293	11
1131945295	1131945312	17
1131945314	1131945365	51
1131945367	1131945370	3
1131945372	1131945373	1
1131945375	1131945379	4
1131945382	1131945407	25
1131945409	1131945419	10
1131945421	1131945448	27
1131945450	1131945462	12
1131945465	1131945512	47
1131945515	1131945549	34
1131945551	1131945590	39
1131945594	1131945601	7
1131945604	1131945650	46
1131945652	1131945654	2
1131945657	1131945658	1
1131945661	1131945675	14
1131945677	1131945700	23
1131945702	1131945732	30
1131945734	1131945760	26
1131945762	1131945777	15
1131945779	1131945794	15
1131945796	1131945854	58
1131945857	1131945891	34
1131945893	1131945915	22
1131945917	1131945942	25
