start	end	seg_len
1174062125	1174062218	93
1174062220	1174062226	6
1174062232	1174062537	305
1174062543	1174063138	595
1174065526	1174065547	21
1174069842	1174069983	141
1174074153	1174077760	3607
1174077762	1174077770	8
1174077772	1174082718	4946
1174082720	1174087958	5238
1174087967	1174092753	4786
1174092759	1174092760	1
1174092763	1174094167	1404
1174094170	1174094171	1
1174094173	1174094717	544
1174094721	1174097966	3245
1174097968	1174099743	1775
1174099747	1174099819	72
1174099823	1174100308	485
1174100314	1174101783	1469
1174101788	1174101791	3
1174101793	1174101795	2
1174101797	1174102844	1047
1174102851	1174116896	14045
1174116900	1174116903	3
1174116917	1174116962	45
1174116969	1174124159	7190
1174127498	1174130423	2925
1174132293	1174133481	1188
1174133578	1174140255	6677
1174172664	1174178893	6229
1174180951	1174183658	2707
1174192897	1174200199	7302
1174200202	1174240984	40782
1174257202	1174257538	336
1174257540	1174261927	4387
1174265122	1174272527	7405
1174355832	1174356388	556
1174356406	1174363150	6744
1174363152	1174363156	4
1174363158	1174382465	19307
1174388993	1174404643	15650
1174407251	1174420517	13266
1174423591	1174423669	78
1174423671	1174424064	393
1174424069	1174424085	16
1174424090	1174424091	1
1174424094	1174424150	56
1174424153	1174424154	1
1174424158	1174424160	2
1174424163	1174424299	136
1174424302	1174424306	4
1174424309	1174424324	15
1174424332	1174424333	1
1174424335	1174424382	47
1174424400	1174424404	4
1174424408	1174424741	333
1174424743	1174426021	1278
1174426023	1174426114	91
1174426116	1174445831	19715
1174449013	1174467894	18881
1174471589	1174490438	18849
1174493345	1174496431	3086
1174496433	1174496434	1
1174496436	1174496631	195
1174496638	1174497717	1079
1174497729	1174497732	3
1174497736	1174499286	1550
1174499292	1174505977	6685
1174505979	1174516103	10124
1174516105	1174524942	8837
1174524944	1174525560	616
1174536556	1174556510	19954
1174559560	1174563059	3499
1174564400	1174568180	3780
1174568184	1174576932	8748
1174576937	1174580787	3850
1174580789	1174585400	4611
1174585402	1174591071	5669
1174591073	1174601577	10504
1174601579	1174603976	2397
1174603981	1174604114	133
1174604117	1174604185	68
1174604187	1174617878	13691
1174617883	1174642669	24786
1174644173	1174648294	4121
1174659927	1174660170	243
1174660230	1174661810	1580
1174661890	1174665290	3400
1174665300	1174665310	10
1174665330	1174667380	2050
1174667440	1174667590	150
1174667600	1174669490	1890
1174669500	1174670870	1370
1174670880	1174671250	370
1174671300	1174671990	690
1174672110	1174673010	900
1174673060	1174673070	10
1174673080	1174674330	1250
1174674340	1174674360	20
1174674370	1174674390	20
1174674400	1174674410	10
1174674420	1174674430	10
1174674470	1174674740	270
1174674800	1174675340	540
1174675410	1174675430	20
1174675450	1174676020	570
1174676030	1174676060	30
1174676100	1174676130	30
1174676160	1174676510	350
1174676520	1174676530	10
1174676560	1174677510	950
1174677520	1174677530	10
1174677560	1174677819	259
1174677821	1174680100	2279
1174680110	1174680320	210
1174680340	1174680680	340
1174680690	1174681420	730
1174681470	1174681480	10
1174681500	1174682560	1060
1174682660	1174683222	562
1174685836	1174686300	464
1174686310	1174686330	20
1174686360	1174686370	10
1174686390	1174686400	10
1174686410	1174686760	350
1174686770	1174686790	20
1174686800	1174687090	290
1174687140	1174687190	50
1174687210	1174687220	10
1174687240	1174694542	7302
1174694972	1174695150	178
1174697358	1174701495	4137
1174701583	1174711372	9789
1174713646	1174716299	2653
1174718427	1174738650	20223
1174738660	1174744820	6160
1174770807	1174772140	1333
1174772150	1174773090	940
1174773130	1174774470	1340
1174774480	1174774940	460
1174774951	1174775350	399
1174775360	1174775677	317
1174778291	1174779963	1672
1174779967	1174780220	253
1174780240	1174786590	6350
1174786592	1174786997	405
1174787000	1174796291	9291
1174816071	1174817126	1055
1174819583	1174821274	1691
1174821442	1174822486	1044
1174822763	1174830460	7697
1174830560	1174830982	422
1174881173	1174882761	1588
1174885769	1174900383	14614
1174924959	1174929480	4521
1174929490	1174932870	3380
1174932880	1174933160	280
1174933180	1174936629	3449
1174939088	1174942540	3452
1174942550	1174943920	1370
1174943940	1174945376	1436
1174945378	1174947100	1722
1174947110	1174947170	60
1174947180	1174947200	20
1174947230	1174947240	10
1174947250	1174947300	50
1174947380	1174948620	1240
1174948630	1174949400	770
1174949410	1174951189	1779
1174953065	1174963250	10185
1174966644	1174989107	22463
1174991938	1175005926	13988
1175008118	1175011050	2932
1175011080	1175011090	10
1175011120	1175011140	20
1175011180	1175012141	961
1175012143	1175012178	35
1175012180	1175012314	134
1175012316	1175012374	58
1175012376	1175012720	344
1175012740	1175012770	30
1175012800	1175012850	50
1175012860	1175015100	2240
1175015120	1175015440	320
1175015450	1175017060	1610
1175017100	1175017888	788
1175026688	1175026820	132
1175026900	1175026910	10
1175026930	1175028880	1950
1175028890	1175028900	10
1175028910	1175030360	1450
1175030370	1175031210	840
1175031300	1175031310	10
1175031320	1175031360	40
1175031370	1175031380	10
1175031390	1175031400	10
1175031410	1175031420	10
1175031430	1175031460	30
1175031470	1175048869	17399
1175056351	1175056384	33
1175056599	1175070328	13729
1175070333	1175072230	1897
1175072233	1175075001	2768
1175075006	1175075316	310
1175075318	1175075560	242
1175075568	1175076776	1208
1175081139	1175092749	11610
1175095355	1175102830	7475
1175102832	1175102878	46
1175102881	1175102885	4
1175102887	1175104251	1364
1175104257	1175104573	316
1175104575	1175105815	1240
1175105817	1175110716	4899
1175114441	1175115502	1061
1175124886	1175162099	37213
1175162102	1175167605	5503
1175167607	1175167649	42
1175167651	1175171054	3403
1175171061	1175179560	8499
1175179570	1175180660	1090
1175180670	1175181060	390
1175181070	1175185186	4116
1175185188	1175185228	40
1175185238	1175185320	82
1175185322	1175185598	276
1175188916	1175192679	3763
1175192681	1175213494	20813
1175226677	1175241282	14605
1175255184	1175257410	2226
1175257420	1175259224	1804
1175259232	1175259460	228
1175259470	1175259599	129
1175259601	1175259681	80
1175259684	1175260056	372
1175260058	1175261530	1472
1175261542	1175261602	60
1175261608	1175262430	822
1175262440	1175262481	41
1175262488	1175262583	95
1175262587	1175262685	98
1175262688	1175262782	94
1175262786	1175262809	23
1175262811	1175262815	4
1175262820	1175262903	83
1175262915	1175263480	565
1175263490	1175263500	10
1175263540	1175263560	20
1175263620	1175263850	230
1175263910	1175264000	90
1175264050	1175266300	2250
1175266302	1175266306	4
1175266308	1175267600	1292
1175267610	1175267660	50
1175267680	1175267690	10
1175267720	1175267725	5
1175267729	1175268150	421
1175268170	1175268190	20
1175268220	1175268260	40
1175268270	1175268750	480
1175268756	1175270151	1395
1175272978	1175274147	1169
1175274149	1175277335	3186
1175277337	1175278307	970
1175291560	1175291944	384
1175291946	1175292800	854
1175292840	1175293130	290
1175293140	1175293160	20
1175293180	1175293200	20
1175293210	1175293282	72
1175293284	1175293290	6
1175293370	1175293431	61
1175293434	1175293466	32
1175293468	1175293473	5
1175293475	1175293510	35
1175293600	1175295860	2260
1175295880	1175295960	80
1175295970	1175305940	9970
1175308140	1175309849	1709
1175309851	1175310009	158
1175310012	1175310014	2
1175310016	1175310143	127
1175310145	1175310146	1
1175310153	1175310513	360
1175310515	1175310516	1
1175310522	1175310855	333
1175310857	1175310905	48
1175310910	1175311159	249
1175311163	1175335556	24393
1175335558	1175336323	765
1175336325	1175336326	1
1175336334	1175344120	7786
1175344130	1175346161	2031
1175388228	1175388300	72
1175388303	1175389788	1485
1175390316	1175392956	2640
1175392958	1175393545	587
1175393554	1175393575	21
1175393579	1175393624	45
1175393627	1175393628	1
1175393636	1175393648	12
1175393653	1175395204	1551
1175395207	1175396628	1421
1175396630	1175396693	63
1175396695	1175396699	4
1175396702	1175396743	41
1175396746	1175396756	10
1175396758	1175396761	3
1175396764	1175396765	1
1175396769	1175396806	37
1175396809	1175396810	1
1175396815	1175396817	2
1175396819	1175396820	1
1175396822	1175396863	41
1175396868	1175397033	165
1175397038	1175400524	3486
1175400526	1175400527	1
1175400529	1175400531	2
1175400533	1175400534	1
1175400541	1175400545	4
1175400554	1175400608	54
1175400611	1175400674	63
1175400676	1175400765	89
1175400768	1175400794	26
1175400798	1175400868	70
1175400874	1175400926	52
1175400930	1175400946	16
1175400948	1175401071	123
1175401074	1175401084	10
1175401086	1175401164	78
1175401172	1175401498	326
1175401522	1175401567	45
1175401571	1175401572	1
1175401579	1175401631	52
1175401633	1175401701	68
1175401705	1175401709	4
1175401711	1175401747	36
1175401750	1175401756	6
1175401760	1175401802	42
1175401808	1175401861	53
1175401879	1175401886	7
1175401890	1175401906	16
1175401922	1175402049	127
1175402053	1175402114	61
1175402120	1175402121	1
1175402129	1175402131	2
1175402143	1175402157	14
1175402161	1175402275	114
1175402280	1175402367	87
1175402369	1175402432	63
1175402434	1175402438	4
1175402442	1175402633	191
1175402649	1175402942	293
1175402945	1175404569	1624
1175404581	1175404600	19
1175404602	1175404611	9
1175404613	1175404782	169
1175404785	1175407681	2896
1175417492	1175421588	4096
1175421590	1175421641	51
1175421643	1175421695	52
1175421698	1175421700	2
1175421703	1175421789	86
1175421795	1175421813	18
1175421815	1175421830	15
1175421832	1175421905	73
1175421907	1175421951	44
1175421954	1175421958	4
1175421961	1175421962	1
1175421964	1175422087	123
1175422089	1175422101	12
1175422103	1175425209	3106
1175425213	1175426451	1238
1175426453	1175427487	1034
1175427490	1175427503	13
1175427505	1175428105	600
1175428109	1175435157	7048
1175435163	1175435333	170
1175435335	1175435435	100
1175435438	1175435441	3
1175435456	1175435464	8
1175435468	1175435472	4
1175435477	1175435478	1
1175435480	1175435481	1
1175435483	1175435561	78
1175435563	1175435611	48
1175435615	1175435627	12
1175435630	1175435636	6
1175435648	1175435799	151
1175435802	1175435803	1
1175435808	1175436082	274
1175436103	1175436147	44
1175436152	1175436248	96
1175436251	1175436449	198
1175436451	1175436744	293
1175436746	1175437176	430
1175440954	1175443470	2516
1175443472	1175443633	161
1175443636	1175443793	157
1175443798	1175443814	16
1175443822	1175443887	65
1175443891	1175443907	16
1175443910	1175443920	10
1175443922	1175443934	12
1175443936	1175444201	265
1175444206	1175444301	95
1175444303	1175446536	2233
1175446538	1175452306	5768
1175452310	1175452805	495
1175452810	1175454214	1404
1175454218	1175454256	38
1175454261	1175454398	137
1175454408	1175454633	225
1175454649	1175454976	327
1175454979	1175455455	476
1175455458	1175457805	2347
1175457809	1175458012	203
1175458014	1175458346	332
1175458348	1175458408	60
1175458411	1175458543	132
1175458545	1175458595	50
1175458598	1175458673	75
1175459074	1175459621	547
1175459626	1175460726	1100
1175460728	1175460740	12
1175460742	1175461337	595
1175461340	1175461433	93
1175461438	1175461452	14
1175461460	1175461461	1
1175461464	1175461519	55
1175461525	1175461531	6
1175461535	1175461937	402
1175461943	1175462215	272
1175462217	1175462248	31
1175462250	1175462254	4
1175462257	1175462382	125
1175462384	1175462530	146
1175462533	1175463260	727
1175463263	1175464326	1063
1175464328	1175464565	237
1175464570	1175464752	182
1175464754	1175464772	18
1175464776	1175464868	92
1175464870	1175465048	178
1175465051	1175465073	22
1175465075	1175466483	1408
1175466485	1175467655	1170
1175467657	1175472764	5107
1175472769	1175474176	1407
1175474342	1175476210	1868
1175476212	1175478644	2432
1175478647	1175479392	745
1175479394	1175479398	4
1175479404	1175482205	2801
1175555221	1175557562	2341
1175559005	1175566921	7916
1175566923	1175572254	5331
1175572259	1175572287	28
1175576524	1175576576	52
1175576622	1175576721	99
1175576723	1175577119	396
1175577121	1175577659	538
1175577776	1175577936	160
1175578374	1175582100	3726
1175582102	1175583287	1185
1175583290	1175590797	7507
1175592589	1175597908	5319
1175597910	1175605106	7196
1175605109	1175606721	1612
1175606723	1175607109	386
1175608136	1175608437	301
1175613243	1175615372	2129
1175615374	1175622230	6856
1175622235	1175622267	32
1175622271	1175622299	28
1175650660	1175653526	2866
1175653829	1175661469	7640
1175661481	1175661948	467
1175664976	1175669458	4482
1175669461	1175669477	16
1175669479	1175673799	4320
1175673802	1175674868	1066
1175681748	1175690275	8527
1175690277	1175693186	2909
1175696778	1175700023	3245
1175700025	1175700637	612
1175700640	1175700641	1
1175700644	1175700841	197
1175700853	1175705334	4481
1175707282	1175709363	2081
1175709365	1175713574	4209
1175713728	1175713874	146
1175714159	1175714174	15
1175714374	1175726426	12052
1175730458	1175756707	26249
1175756710	1175758665	1955
1175758667	1175761375	2708
1175763831	1175771194	7363
1175773802	1175787563	13761
1175789870	1175797097	7227
1175797099	1175797954	855
1175797957	1175798118	161
1175798120	1175798166	46
1175798174	1175798304	130
1175798309	1175798363	54
1175798367	1175798368	1
1175798370	1175798377	7
1175798380	1175798505	125
1175798508	1175798528	20
1175798530	1175798579	49
1175798581	1175798604	23
1175798608	1175798618	10
1175798636	1175798651	15
1175798656	1175798753	97
1175798755	1175799368	613
1175799370	1175800435	1065
1175800439	1175800487	48
1175800491	1175800493	2
1175800497	1175800574	77
1175800579	1175800630	51
1175800638	1175800641	3
1175800647	1175800663	16
1175800671	1175800672	1
1175800689	1175800721	32
1175800726	1175800856	130
1175800863	1175800897	34
1175800905	1175800906	1
1175800910	1175800919	9
1175800926	1175800929	3
1175800932	1175800935	3
1175800937	1175800940	3
1175800943	1175800959	16
1175800962	1175801001	39
1175801007	1175801064	57
1175801068	1175801069	1
1175801079	1175801106	27
1175801109	1175801125	16
1175801127	1175801128	1
1175801134	1175801144	10
1175801168	1175801189	21
1175801201	1175801938	737
1175801941	1175802208	267
1175802211	1175802278	67
1175802281	1175802327	46
1175802329	1175802379	50
1175802383	1175802392	9
1175802396	1175802456	60
1175802459	1175802461	2
1175802465	1175802478	13
1175802481	1175802499	18
1175802502	1175802686	184
1175802689	1175802696	7
1175802699	1175802939	240
1175802941	1175803106	165
1175803109	1175803124	15
1175803126	1175804234	1108
1175804240	1175804612	372
1175804615	1175804987	372
1175804992	1175805747	755
1175809044	1175810702	1658
1175810704	1175810712	8
1175810718	1175810720	2
1175810722	1175810984	262
1175810986	1175811279	293
1175811281	1175811422	141
1175811426	1175811691	265
1175811695	1175811790	95
1175811792	1175812097	305
1175812099	1175812233	134
1175812235	1175812286	51
1175812288	1175814039	1751
1175814041	1175826548	12507
1175829134	1175830851	1717
1175830857	1175832253	1396
1175832255	1175832846	591
1175832849	1175841782	8933
1175841784	1175841921	137
1175841924	1175841949	25
1175841954	1175842170	216
1175842172	1175842460	288
1175842462	1175842687	225
1175842691	1175843452	761
1175843454	1175843543	89
1175843548	1175844116	568
1175844118	1175844156	38
1175844161	1175844217	56
1175844219	1175844491	272
1175844493	1175844596	103
1175844598	1175844653	55
1175844656	1175844973	317
1175844975	1175845608	633
1175845610	1175846234	624
1175846243	1175846275	32
1175846277	1175846280	3
1175846284	1175847484	1200
1175847486	1175848580	1094
1175848608	1175850575	1967
1175850579	1175852369	1790
1175852373	1175861674	9301
1175864788	1175865241	453
1175865243	1175874149	8906
1175874151	1175874641	490
1175874643	1175874809	166
1175874811	1175874812	1
1175874814	1175875487	673
1175875493	1175875494	1
1175875498	1175877952	2454
1175877958	1175878008	50
1175878013	1175880517	2504
1175880524	1175881339	815
1175881343	1175882055	712
1175882060	1175882830	770
1175882836	1175883430	594
1175883434	1175884579	1145
1175884583	1175887223	2640
1175887225	1175890112	2887
1175890114	1175890118	4
1175890120	1175890121	1
1175890123	1175894543	4420
1175897248	1175901242	3994
1175902743	1175902789	46
1175909208	1175912096	2888
1175912099	1175913122	1023
1175913127	1175913128	1
1175913130	1175913156	26
1175913158	1175914267	1109
1175914269	1175914295	26
1175914297	1175914630	333
1175914632	1175914879	247
1175914882	1175919690	4808
1175919694	1175920863	1169
1175924117	1175925000	883
1175927595	1175927845	250
1175927847	1175929143	1296
1175929145	1175929490	345
1175929492	1175929510	18
1175929512	1175929784	272
1175929786	1175944778	14992
1175944781	1175948590	3809
1175951741	1175954196	2455
1175954247	1175954431	184
1175981917	1175982706	789
1175983235	1175983414	179
1175987395	1175993267	5872
1175995756	1176000781	5025
1176003152	1176021907	18755
1176021911	1176021921	10
1176021927	1176026957	5030
1176026960	1176027719	759
1176027721	1176028294	573
1176032010	1176036520	4510
1176036523	1176043261	6738
1176043264	1176043300	36
1176043302	1176043303	1
1176043307	1176044701	1394
1176044703	1176048028	3325
1176161620	1176163755	2135
1176163757	1176164618	861
1176164621	1176166024	1403
1176166026	1176172965	6939
1176172967	1176172999	32
1176173002	1176173004	2
1176173009	1176178015	5006
1176178018	1176178086	68
1176178089	1176182660	4571
1176182662	1176182666	4
1176182671	1176183099	428
1176183101	1176183179	78
1176183183	1176183297	114
1176183299	1176183700	401
1176183704	1176183745	41
1176183751	1176183768	17
1176183774	1176183794	20
1176183800	1176183807	7
1176183809	1176183829	20
1176183845	1176183846	1
1176183849	1176183909	60
1176183911	1176184018	107
1176184021	1176184779	758
1176184781	1176184794	13
1176184796	1176185954	1158
1176185956	1176192490	6534
1176196962	1176200505	3543
1176200507	1176204475	3968
1176204478	1176204889	411
1176204891	1176214180	9289
1176215135	1176215491	356
1176215500	1176215502	2
1176215504	1176215591	87
1176215593	1176215841	248
1176215843	1176215848	5
1176215850	1176216736	886
1176216738	1176216950	212
1176216952	1176227265	10313
1176227269	1176227366	97
1176227368	1176229560	2192
1176229562	1176231772	2210
1176231774	1176231780	6
1176231782	1176240003	8221
1176240820	1176241232	412
1176241237	1176241281	44
1176241283	1176243552	2269
1176246668	1176253211	6543
1176253214	1176253217	3
1176253236	1176253245	9
1176253250	1176255831	2581
1176258789	1176262900	4111
1176268869	1176271384	2515
1176271386	1176280663	9277
1176280667	1176280669	2
1176280675	1176280677	2
1176289703	1176294502	4799
1176294504	1176294579	75
1176300438	1176303715	3277
1176303717	1176304126	409
1176304130	1176304552	422
1176304556	1176306094	1538
1176306096	1176309232	3136
1176309234	1176313771	4537
1176313775	1176313781	6
1176313787	1176314189	402
1176314191	1176315702	1511
1176315708	1176315713	5
1176315720	1176315726	6
1176315731	1176315936	205
1176315938	1176319169	3231
1176319171	1176319556	385
1176319558	1176324427	4869
1176324432	1176324437	5
1176324443	1176324449	6
1176324453	1176325864	1411
1176325868	1176325876	8
1176325879	1176327344	1465
1176327346	1176337933	10587
1176337935	1176337936	1
1176337938	1176338545	607
1176338548	1176338669	121
1176338671	1176338729	58
1176338731	1176338775	44
1176338778	1176338880	102
1176338882	1176339087	205
1176339090	1176339134	44
1176339136	1176339137	1
1176339141	1176339142	1
1176339144	1176339152	8
1176339155	1176339156	1
1176339158	1176339189	31
1176339193	1176339332	139
1176339335	1176339419	84
1176339423	1176339424	1
1176339427	1176339524	97
1176339526	1176339845	319
1176342083	1176345355	3272
1176345361	1176348625	3264
1176348627	1176350520	1893
1176352584	1176354728	2144
1176354733	1176363961	9228
1176363963	1176372436	8473
1176372441	1176382475	10034
1176383458	1176399005	15547
1176399007	1176399470	463
1176399472	1176399473	1
1176399480	1176400692	1212
1176400695	1176401255	560
1176401259	1176401260	1
1176401262	1176401265	3
1176401267	1176406418	5151
1176406421	1176407832	1411
1176407834	1176412331	4497
1176412333	1176423307	10974
1176425312	1176430603	5291
1176430605	1176430606	1
1176430609	1176441012	10403
1176441014	1176441097	83
1176441101	1176441422	321
1176450892	1176457499	6607
1176457503	1176457884	381
1176457887	1176458520	633
1176458522	1176469660	11138
1176469675	1176472218	2543
1176476388	1176476742	354
1176476745	1176476748	3
1176476750	1176476800	50
1176476802	1176476876	74
1176476878	1176476884	6
1176476890	1176476892	2
1176476894	1176477410	516
1176477416	1176477738	322
1176477743	1176477744	1
1176477748	1176477785	37
1176477787	1176480864	3077
1176480866	1176483056	2190
1176483063	1176483064	1
1176483072	1176483648	576
1176483656	1176488112	4456
1176488114	1176488118	4
1176488121	1176488337	216
1176488341	1176488399	58
1176488401	1176488567	166
1176488571	1176488704	133
1176488706	1176488728	22
1176488731	1176488760	29
1176488762	1176488763	1
1176488765	1176488828	63
1176488830	1176489189	359
1176489198	1176489199	1
1176489203	1176489505	302
1176497738	1176516597	18859
1176519221	1176527172	7951
1176527174	1176527263	89
1176527265	1176531370	4105
1176533646	1176539497	5851
1176539500	1176545840	6340
1176545842	1176545933	91
1176545935	1176546006	71
1176546010	1176546036	26
1176546038	1176553681	7643
1176595909	1176596022	113
1176598973	1176599768	795
1176599770	1176599952	182
1176599954	1176599955	1
1176599957	1176599964	7
1176599979	1176600162	183
1176600165	1176606643	6478
1176606645	1176606737	92
1176606740	1176607309	569
1176607311	1176607332	21
1176610158	1176610330	172
1176610333	1176610340	7
1176610343	1176610354	11
1176610356	1176610359	3
1176610361	1176610434	73
1176610443	1176610447	4
1176610450	1176610521	71
1176610523	1176610525	2
1176610529	1176610608	79
1176610613	1176610671	58
1176610675	1176610676	1
1176610678	1176610682	4
1176610687	1176610716	29
1176610720	1176610735	15
1176610737	1176610846	109
1176610850	1176610855	5
1176610858	1176611116	258
1176611119	1176611175	56
1176611177	1176611178	1
1176611182	1176611212	30
1176611218	1176611225	7
1176611229	1176611308	79
1176611311	1176611337	26
1176611340	1176611361	21
1176611365	1176611407	42
1176611410	1176611411	1
1176611414	1176611417	3
1176611425	1176611441	16
1176611445	1176611453	8
1176611455	1176611489	34
1176611492	1176611535	43
1176611538	1176611588	50
1176611590	1176611618	28
1176611622	1176611756	134
1176611762	1176611782	20
1176611785	1176611805	20
1176611812	1176611815	3
1176611819	1176611838	19
1176611847	1176611858	11
1176611864	1176611917	53
1176611923	1176611925	2
1176611927	1176612003	76
1176612005	1176612355	350
1176612357	1176612379	22
1176612382	1176612389	7
1176612391	1176612393	2
1176612396	1176612400	4
1176612403	1176612500	97
1176612506	1176612514	8
1176612517	1176612520	3
1176612524	1176612529	5
1176612531	1176612551	20
1176612559	1176612585	26
1176612589	1176612620	31
1176612622	1176612724	102
1176612726	1176612728	2
1176612730	1176612732	2
1176612735	1176612736	1
1176612740	1176612743	3
1176612746	1176612783	37
1176612787	1176612821	34
1176612826	1176612830	4
1176612838	1176612853	15
1176612856	1176612865	9
1176612867	1176612881	14
1176612883	1176612885	2
1176612887	1176612923	36
1176612926	1176612927	1
1176612929	1176613053	124
1176613055	1176613174	119
1176613178	1176613228	50
1176613232	1176613233	1
1176613235	1176613749	514
1176613756	1176613757	1
1176613759	1176614264	505
1176614266	1176614295	29
1176614300	1176614366	66
1176614371	1176614378	7
1176614381	1176614386	5
1176614389	1176614390	1
1176614396	1176614398	2
1176614402	1176614404	2
1176614407	1176614524	117
1176614526	1176614533	7
1176614537	1176614641	104
1176614643	1176614652	9
1176614654	1176614666	12
1176614668	1176614673	5
1176614675	1176614676	1
1176614679	1176614711	32
1176614713	1176614728	15
1176614731	1176615505	774
1176615507	1176616014	507
1176616016	1176616958	942
1176616960	1176617044	84
1176617051	1176617262	211
1176617268	1176617269	1
1176617273	1176622773	5500
1176625570	1176639581	14011
1176639583	1176652815	13232
1176678428	1176680834	2406
1176684418	1176696387	11969
1176698656	1176698880	224
1176698950	1176700768	1818
1176700770	1176703191	2421
1176705965	1176710851	4886
1176710853	1176718272	7419
1176718275	1176718295	20
1176718297	1176718298	1
1176718306	1176718316	10
1176718327	1176718338	11
1176718341	1176718352	11
1176718354	1176718377	23
1176718385	1176718408	23
1176718410	1176718413	3
1176718420	1176718628	208
1176718632	1176718633	1
1176718638	1176719016	378
1176719019	1176719140	121
1176719142	1176720297	1155
1176720305	1176720395	90
1176720397	1176720518	121
1176720526	1176720631	105
1176720635	1176720639	4
1176720641	1176720691	50
1176720693	1176720711	18
1176720713	1176720719	6
1176720734	1176720737	3
1176720739	1176720746	7
1176720748	1176720759	11
1176720763	1176720797	34
1176720799	1176720948	149
1176720950	1176720985	35
1176720989	1176721211	222
1176721213	1176721216	3
1176721218	1176721220	2
1176721225	1176721455	230
1176721459	1176721470	11
1176721474	1176721502	28
1176721504	1176721521	17
1176721523	1176721554	31
1176721556	1176721619	63
1176721622	1176721643	21
1176721645	1176721672	27
1176721675	1176721696	21
1176721700	1176721708	8
1176721712	1176721717	5
1176721719	1176721722	3
1176721724	1176721737	13
1176721746	1176721748	2
1176721750	1176721779	29
1176721783	1176721784	1
1176721786	1176721890	104
1176721892	1176721893	1
1176721895	1176721975	80
1176721983	1176721991	8
1176722002	1176722003	1
1176722005	1176722100	95
1176722102	1176722137	35
1176722139	1176722154	15
1176722157	1176722172	15
1176722177	1176722412	235
1176722415	1176722647	232
1176724502	1176724506	4
1176724512	1176724517	5
1176724522	1176724556	34
1176724558	1176724676	118
1176724678	1176724757	79
1176724761	1176724768	7
1176724771	1176725625	854
1176725633	1176725636	3
1176725650	1176725689	39
1176725691	1176725757	66
1176725759	1176725773	14
1176725789	1176725791	2
1176725793	1176726086	293
1176726088	1176726134	46
1176726145	1176726146	1
1176726149	1176726152	3
1176726156	1176726160	4
1176726163	1176726169	6
1176726172	1176726275	103
1176726277	1176726311	34
1176726316	1176726645	329
1176726652	1176726666	14
1176726668	1176726904	236
1176726910	1176726964	54
1176726970	1176726980	10
1176726982	1176727011	29
1176727016	1176727101	85
1176727107	1176727120	13
1176727122	1176727124	2
1176727126	1176727152	26
1176727158	1176727206	48
1176727216	1176727222	6
1176727224	1176727241	17
1176727243	1176727245	2
1176727254	1176727279	25
1176727282	1176727288	6
1176727294	1176727304	10
1176727310	1176727328	18
1176727335	1176727341	6
1176727344	1176727346	2
1176727348	1176727428	80
1176727431	1176729317	1886
1176729325	1176729366	41
1176729370	1176729371	1
1176729376	1176729389	13
1176729395	1176729398	3
1176729404	1176729410	6
1176729413	1176729446	33
1176729449	1176729450	1
1176729454	1176729480	26
1176729483	1176729496	13
1176729499	1176729500	1
1176729502	1176729597	95
1176729599	1176729604	5
1176729606	1176729654	48
1176729657	1176729709	52
1176729711	1176729712	1
1176729716	1176729717	1
1176729723	1176729755	32
1176729760	1176729792	32
1176729794	1176729878	84
1176729882	1176729884	2
1176729886	1176729887	1
1176729889	1176729891	2
1176729909	1176729997	88
1176730000	1176730009	9
1176730019	1176730045	26
1176730055	1176730064	9
1176730066	1176730075	9
1176730078	1176730144	66
1176730148	1176730151	3
1176730155	1176730218	63
1176730221	1176730537	316
1176730539	1176730599	60
1176730602	1176730724	122
1176730726	1176730727	1
1176730734	1176730794	60
1176730799	1176730806	7
1176730814	1176730834	20
1176730839	1176730847	8
1176730855	1176730856	1
1176730858	1176730859	1
1176730865	1176730866	1
1176730872	1176730895	23
1176730900	1176730921	21
1176730924	1176730953	29
1176730961	1176730968	7
1176730970	1176730982	12
1176730989	1176731009	20
1176731014	1176731020	6
1176731022	1176731588	566
1176731590	1176732388	798
1176732391	1176732497	106
1176732499	1176732509	10
1176732511	1176732513	2
1176732525	1176732528	3
1176732531	1176732537	6
1176732539	1176732613	74
1176732618	1176732621	3
1176732624	1176732625	1
1176732632	1176732635	3
1176732644	1176732680	36
1176732683	1176732684	1
1176732687	1176732689	2
1176732691	1176732719	28
1176732721	1176732803	82
1176732805	1176732892	87
1176732894	1176732901	7
1176732904	1176732907	3
1176732914	1176732920	6
1176732922	1176732928	6
1176732939	1176732948	9
1176732950	1176732956	6
1176732960	1176733066	106
1176733068	1176733073	5
1176733075	1176733106	31
1176733108	1176733110	2
1176733127	1176733141	14
1176733143	1176733312	169
1176733317	1176733328	11
1176733332	1176733340	8
1176733342	1176733370	28
1176733373	1176733374	1
1176733377	1176733670	293
1176733672	1176733836	164
1176733842	1176734095	253
1176734097	1176734504	407
1176734508	1176734524	16
1176734526	1176734656	130
1176734658	1176734665	7
1176734667	1176734674	7
1176734678	1176734751	73
1176734756	1176734781	25
1176734790	1176734816	26
1176734818	1176734820	2
1176734825	1176734848	23
1176734850	1176734851	1
1176734858	1176734866	8
1176734869	1176734927	58
1176734929	1176734974	45
1176734980	1176734981	1
1176734996	1176734997	1
1176734999	1176735192	193
1176735197	1176736734	1537
1176736739	1176739227	2488
1176755416	1176755598	182
1176755600	1176756409	809
1176756411	1176756418	7
1176756420	1176762434	6014
1176762436	1176764180	1744
