# m1 m2 mc q a1z a2z Mf af
2.906417729414625484e+01 2.616958236206592758e+01 2.400225107670151914e+01 9.004067824530054276e-01 -4.740162690960879055e-01 -6.272619701982000695e-01 5.319965259717096728e+01 5.111033181163592287e-01
4.324216631631826147e+01 2.352955770470780195e+01 2.751656421758842086e+01 5.441345730134817815e-01 3.054889583599881830e-01 -6.944495877970422448e-01 6.394201215637254876e+01 6.800361007065269803e-01
4.037360569322206771e+01 2.283893771031312525e+01 2.622427010337144893e+01 5.656898193303386835e-01 -2.595047486566177675e-01 5.979903493900298045e-02 6.080453970497838867e+01 5.722237005313141056e-01
4.678276576450961244e+01 1.789519539118001745e+01 2.463440848724560794e+01 3.825168328281199348e-01 -1.073558385525694853e-01 -3.109807142423195447e-01 6.273482583218923025e+01 5.153999684057292141e-01
2.777240704512196601e+01 2.753775450224409838e+01 2.407488615207065052e+01 9.915508748486716595e-01 -3.177703412224910928e-01 -6.991004041359281107e-01 5.323556257586145790e+01 5.247010749224164661e-01
5.543175916928439051e+01 1.440476323519474988e+01 2.357992125867289701e+01 2.598648040594146447e-01 -2.192723591955571538e-01 4.624461534830396903e-01 6.837715257866965146e+01 3.790775322400832259e-01
8.216726559364691695e+01 1.314510210365585507e+01 2.656120827937323270e+01 1.599797925449306935e-01 3.358437440112972405e-01 3.618798436814119612e-01 9.364878509853571131e+01 5.840519745917235328e-01
8.348232174405204375e+01 1.025900087508278347e+01 2.318641133043301039e+01 1.228883033049295581e-01 2.097062275772900719e-01 7.654152509840467244e-01 9.263148320158565241e+01 4.582496169424868926e-01
3.507597471724998428e+01 2.909913602890899043e+01 2.778821052701874095e+01 8.296030620240568698e-01 -5.771118044450388451e-01 5.881056288505116525e-01 6.124402717230841375e+01 6.407133872865047319e-01
3.927314892278690905e+01 2.639881397116794659e+01 2.792107174358238808e+01 6.721848055288210944e-01 -3.651654457667964648e-02 4.573508812033755255e-02 6.272981516620124154e+01 6.601266309206786920e-01
6.012963193913918047e+01 1.747827323351418372e+01 2.722519817260713282e+01 2.906765378375339992e-01 1.546298599554664643e-01 2.966588174373597786e-01 7.542049580306127154e+01 5.908211618068254234e-01
3.124237360054186396e+01 2.807075083262018111e+01 2.577321935415317355e+01 8.984832968047384849e-01 -8.862755444861126763e-01 3.462311056087879479e-01 5.693239785918757434e+01 5.719207655600677676e-01
5.162689175726080748e+01 1.643721477599223135e+01 2.458322723561427736e+01 3.183847451687908392e-01 3.259434807411940027e-02 -6.293793291261791101e-01 6.620366259211174054e+01 5.250324005441678876e-01
4.353837664705325494e+01 2.101322511397722437e+01 2.599187217285558305e+01 4.826368535584670827e-01 -2.052537087496124069e-01 3.147527475886638393e-02 6.228597092823829229e+01 5.505921771283674993e-01
7.266156697553402921e+01 1.338199727414022178e+01 2.545374795764714193e+01 1.841688506201096809e-01 2.808199541276881761e-01 -1.325218278264052030e-01 8.438281062368878338e+01 5.661938680851634764e-01
7.312991077804765894e+01 1.180775159793551232e+01 2.376497108460967311e+01 1.614626829475087622e-01 2.507764783055751456e-01 -6.883215993286889711e-01 8.354693705025258055e+01 5.188601751143382401e-01
5.093954119364879318e+01 1.719396827858331633e+01 2.504877768064886823e+01 3.375367715468761132e-01 -3.107302287899921800e-01 8.091231936310872008e-01 6.632295308941681355e+01 4.354168909951716127e-01
8.634443943127884324e+01 9.547979309988974705e+00 2.255956137883398327e+01 1.105801296861527311e-01 2.135860049915336012e-01 8.039639180481640279e-01 9.488341057704145953e+01 4.429200406785748223e-01
3.623201774842462441e+01 2.058608182692132615e+01 2.358861207930682724e+01 5.681737619433687714e-01 -1.931293066987503360e-01 -9.655329385098673223e-01 5.490572181155242504e+01 5.144917025979783842e-01
4.968418155311583462e+01 1.716799178485125310e+01 2.474796402428575348e+01 3.455424090361129963e-01 -3.418460820471373451e-01 6.656609271489830615e-01 6.507745692594666309e+01 4.251540861799045778e-01
5.981454928203402943e+01 1.511385989435397548e+01 2.504840251258029582e+01 2.526786555406443924e-01 3.453525108320071313e-02 3.403876405798044180e-01 7.320212968725056157e+01 5.005294593143391202e-01
3.654642897101459198e+01 2.059298946821384035e+01 2.368925723142443829e+01 5.634747374236313000e-01 -5.913574145853316422e-01 -2.383957487932391039e-01 5.529183120854388278e+01 4.502017469673205707e-01
3.640391529426706541e+01 2.482965643857903615e+01 2.607794498826373086e+01 6.820600541966770347e-01 -8.359175748791692895e-01 7.636552397443303608e-01 5.883301722403096079e+01 5.347042734763589600e-01
3.575221835599572984e+01 2.574625273697018812e+01 2.634130879766580691e+01 7.201302162737681645e-01 -8.115550275937341018e-01 6.566810068728400340e-01 5.904471499331395989e+01 5.514867804039009780e-01
6.156458796838548153e+01 1.526181119299309152e+01 2.550704430744728413e+01 2.478991851749305086e-01 -6.547451713992243072e-03 6.942294617690561997e-01 7.511087403148336250e+01 4.819338093467795958e-01
8.350727828008184872e+01 1.031307638658799064e+01 2.325991504080927186e+01 1.234991320397022807e-01 2.183643946845147121e-01 7.207208894040063596e-01 9.269659692631763903e+01 4.649119377130798703e-01
3.567959528877231179e+01 2.835088665766588889e+01 2.765123830292327511e+01 7.945966434935256562e-01 -5.105411858892408006e-01 5.225569620839015661e-01 6.114736792187100178e+01 6.348350364763760689e-01
4.422404162681569773e+01 2.044954584966228239e+01 2.580238601339959459e+01 4.624078916672892392e-01 -5.429106150796263464e-01 8.951768855949083781e-01 6.254375674556613518e+01 4.694813587144827105e-01
4.720432094203751916e+01 1.974595336829202452e+01 2.609308594626768141e+01 4.183081754854222623e-01 -3.531377998942024643e-01 7.385830088683934536e-01 6.482364448067990281e+01 4.922445689394802648e-01
6.055459103906830620e+01 1.448916694259835936e+01 2.459525786619508736e+01 2.392744578730671701e-01 -1.426053478703605271e-02 3.053124599167283959e-01 7.345081211464417947e+01 4.600289542864826053e-01
3.349442706039273077e+01 2.705843308804312741e+01 2.617810383151580922e+01 8.078488113636018708e-01 -8.236727268859782569e-01 4.688747054105971146e-01 5.810574236314571550e+01 5.681692034091025967e-01
5.906264395208907558e+01 1.510363562516850244e+01 2.489976977898995614e+01 2.557223079518823328e-01 3.271639520746716379e-02 1.227912626926249140e-01 7.244973520814981782e+01 4.975178259221473831e-01
8.136948700148990099e+01 1.298249010045092611e+01 2.626283141229588836e+01 1.595498580470737504e-01 2.806798249634099851e-01 7.983034449056398696e-01 9.277284341989202687e+01 5.532490347321284974e-01
3.870243120377734414e+01 2.123077954576950432e+01 2.473369516663989742e+01 5.485644928605256654e-01 -1.300150945949434811e-01 -6.350701681072269400e-01 5.778517203452832263e+01 5.546453571708688246e-01
5.622868895503748377e+01 1.314008359058229836e+01 2.253724621551573648e+01 2.336900225628520400e-01 -2.572529466965784439e-01 5.975290293800145092e-01 6.808934944269293510e+01 3.261954748604550813e-01
3.873547253222147901e+01 2.348423128171512886e+01 2.609429310961829884e+01 6.062719710513444493e-01 4.207273659152151180e-02 -6.530254527040998402e-01 5.975523788040170103e+01 6.111419602010584873e-01
3.039810823019879038e+01 2.978546444087887934e+01 2.619479276523774303e+01 9.798459896030212724e-01 -7.975254278745967929e-01 3.761766578010851680e-01 5.760267438104268223e+01 6.145080468364615411e-01
3.832437411937635119e+01 2.348212709747060956e+01 2.596095541667923712e+01 6.127204328067115124e-01 6.891872375138534401e-02 -7.488320076559995542e-01 5.936641554551257371e+01 6.107887250257434397e-01
4.465122512793548992e+01 1.817057844575221992e+01 2.431639554810342574e+01 4.069446783081439034e-01 -5.487281380824416965e-01 8.370637873531543427e-01 6.099867399692015368e+01 4.109506636547352043e-01
2.739816225405557049e+01 2.608418391898235811e+01 2.327111123432225170e+01 9.520413696769493006e-01 -5.503641057140702397e-01 -7.210924404875912463e-01 5.158404375759815963e+01 4.831468048461982634e-01
3.000240303042156143e+01 2.851160785299980560e+01 2.545978174375729353e+01 9.503108075739755689e-01 2.631954074949695577e-01 -9.779385403722857806e-01 5.617366838795308581e+01 5.835081686458297723e-01
4.131641581632480609e+01 2.017756242570131420e+01 2.482151500512543763e+01 4.883667188219366628e-01 2.419818627834481595e-02 -8.536775863833608868e-01 5.933471940189369320e+01 5.762448361907505090e-01
5.184885573840197281e+01 1.816207909570152523e+01 2.602014234458849273e+01 3.502889087338091345e-01 5.691970552257465121e-02 -1.308058736695238700e-01 6.786026047092904889e+01 5.715257386993730648e-01
4.834357615619871495e+01 1.875962869097444852e+01 2.565601226689132730e+01 3.880480134601926867e-01 7.621720974690650470e-03 -3.711969796165613955e-01 6.496313214583679496e+01 5.617555246218940423e-01
5.805921008536101624e+01 1.670849605102593216e+01 2.614220876839370789e+01 2.877837302033634526e-01 2.262726745780250515e-01 -6.749949885259707294e-01 7.267868146815828823e+01 5.972364761986527215e-01
5.314237494899386860e+01 1.824379001124389887e+01 2.637611357452516359e+01 3.433002388160920071e-01 2.291675932288870787e-01 -7.434426759777135185e-01 6.910904947915251739e+01 6.199937922610264662e-01
3.080571478004988606e+01 2.657847577178704412e+01 2.489650386736560606e+01 8.627774411843724955e-01 -8.839889718401897634e-01 1.785914345886272792e-01 5.520338153801486669e+01 5.381662589595042068e-01
3.676323064717313827e+01 1.891536232067438661e+01 2.270907003740829211e+01 5.145185008959178852e-01 -8.332797439281601770e-01 3.416475756484840809e-02 5.407946567777715074e+01 3.608708686426465584e-01
3.921481381440748493e+01 2.164014872013176927e+01 2.514010222088060331e+01 5.518360694646776698e-01 -3.611171157954479183e-01 -3.341136595683520671e-02 5.868160096753265265e+01 5.294884917499724786e-01
3.379620585878901551e+01 2.230952566065777276e+01 2.380200401790092002e+01 6.601192380551195171e-01 -5.567507460708882583e-01 -3.005205118431069633e-01 5.412975344220617302e+01 4.943122213572363477e-01
3.207485992333086244e+01 2.470937315478593987e+01 2.446641539281941391e+01 7.703657385830902093e-01 -3.191657333451936585e-01 -6.195129392521988576e-01 5.464639976069259575e+01 5.380275653877422126e-01
4.234875006187928648e+01 1.795042334421185259e+01 2.357691096424940724e+01 4.238713850581893317e-01 -1.888503285361324002e-01 -8.656710962966890355e-01 5.851445126855619350e+01 4.794802711954992414e-01
4.086056928352442696e+01 2.201273064244290367e+01 2.586388427933439260e+01 5.387279479563872320e-01 -3.702136853538914862e-01 3.527126115887049274e-01 6.055758797570491936e+01 5.471538331087747453e-01
4.263979673104975632e+01 1.782801110461058514e+01 2.356383473352860491e+01 4.181073192506205016e-01 -1.919086162772870585e-01 -8.724250945328562157e-01 5.869704809287691916e+01 4.753055970801969288e-01
8.382552383903343696e+01 1.239899983641319814e+01 2.590601449710299420e+01 1.479143734338298488e-01 3.581880396339465755e-01 1.706569961485225606e-02 9.466022091193376298e+01 5.831492192952208997e-01
5.548951860900478295e+01 1.350436856433508837e+01 2.275354246204969044e+01 2.433679170924292756e-01 -2.468911077314339397e-01 5.217366368473542737e-01 6.766217150457758578e+01 3.439951202502831706e-01
5.834165876104658111e+01 1.766453898542348355e+01 2.701959572807074395e+01 3.027774554332298140e-01 2.050714910705143251e-02 7.033615135542544694e-01 7.390055402540740204e+01 5.484909335286857202e-01
7.080153555717288327e+01 1.466300005711656596e+01 2.650953564315768674e+01 2.071000288584992632e-01 2.080369862510023649e-01 4.920682782750328554e-01 8.367376354704369135e+01 5.541449920111520822e-01
4.220728104064708930e+01 2.402914794111649499e+01 2.750781319576971740e+01 5.693128613988563957e-01 -1.289358000029661167e-03 -6.228748736796824170e-02 6.348841388929042751e+01 6.388421163611576192e-01
3.568013967751755899e+01 2.406111893287358683e+01 2.540917391474739517e+01 6.743560745653346400e-01 1.037356804262692528e-01 -8.333619398144723744e-01 5.734229490349640201e+01 6.118366378577664300e-01
3.782817509097623088e+01 1.992087409106804685e+01 2.365730674345728346e+01 5.266147268050500596e-01 -9.157972430113040518e-01 7.176011741073180517e-01 5.595651092398549764e+01 3.902753050530474721e-01
2.989355488472468281e+01 2.683636548568850344e+01 2.465007937704500662e+01 8.977308182039476225e-01 -4.858009053979651659e-01 -3.066840754376434774e-01 5.449671975489377473e+01 5.549522286755164124e-01
3.726455993685030421e+01 2.506570506961683620e+01 2.650243381977392687e+01 6.726419180071888659e-01 -8.237938683636898407e-01 8.816782141618125790e-01 5.982640170118885692e+01 5.432654928652629334e-01
4.964208151234559807e+01 1.888570665017692107e+01 2.606253111665201061e+01 3.804374449020674898e-01 -1.558761845418078426e-02 -3.756483007632138715e-02 6.634540922217011882e+01 5.624044710148919934e-01
3.847547474543017643e+01 2.377332363829571449e+01 2.617810103024040558e+01 6.178825289509736196e-01 -4.742914707954806741e-01 4.448102821654512651e-01 5.980398328885356563e+01 5.648889420300012842e-01
4.346520585518321411e+01 2.021004817334356218e+01 2.543497508067992641e+01 4.649707225747216621e-01 -2.840188192889834262e-01 1.824653535009847505e-01 6.153333106318826395e+01 5.226229394382455595e-01
5.339015674768853614e+01 1.904928121814189979e+01 2.706505157618705582e+01 3.567938807178462901e-01 3.391789730572129791e-02 2.931709453944403854e-01 7.014543834260514643e+01 5.810955931598918989e-01
4.532289334890680266e+01 1.821883981468858948e+01 2.451834745561579609e+01 4.019787455852712466e-01 5.677885018085861851e-02 -9.192123748437316388e-01 6.151318398507142149e+01 5.624657768739311781e-01
7.864066832866646450e+01 1.072339441591243059e+01 2.319290261688185595e+01 1.363594008521858969e-01 1.920192468732330460e-01 9.492756548172975872e-02 8.818933770919264248e+01 4.589090319923688766e-01
8.126061166853592965e+01 1.017114389657989548e+01 2.281027491989981115e+01 1.251669620463632115e-01 1.993794800851835802e-01 1.516795325154916274e-01 9.033438160590291943e+01 4.492644921160894866e-01
4.605599074908475643e+01 1.709812517036104040e+01 2.385945069020470655e+01 3.712464956733304566e-01 -1.831972106456820626e-01 -3.755841040927581642e-01 6.137203674754517380e+01 4.745506757567194422e-01
5.420149549842049197e+01 1.320140822895601218e+01 2.223531042851281114e+01 2.435616971000499342e-01 -1.481961317229499031e-01 -5.003764700815729327e-01 6.607446377851303509e+01 3.746681132609003817e-01
3.952958941510458146e+01 1.931062572888122020e+01 2.375178971612557888e+01 4.885106578289545864e-01 -5.954334585309517536e-01 1.364796852984423436e-01 5.703548041317365858e+01 4.284026567187573242e-01
5.131048436943552105e+01 1.621525828361974320e+01 2.433235349665558900e+01 3.160223194711995753e-01 -3.229418797485930082e-01 8.492095773049010976e-01 6.584984326687082046e+01 4.071359220488275366e-01
6.990483809720325326e+01 1.353582686333085050e+01 2.519530752901665949e+01 1.936321895847776808e-01 2.479407114787955391e-01 -4.109895376860007166e-01 8.179033273561543638e+01 5.507508500826433506e-01
5.713332474213225254e+01 1.645275621104013908e+01 2.573462008977564608e+01 2.879712722005702275e-01 2.711595298552678113e-01 -9.339379451713929470e-01 7.149784288140222088e+01 6.119312145301353256e-01
5.819340084156004167e+01 1.832328789821344373e+01 2.754070495494136139e+01 3.148688276201840885e-01 1.831160951043173946e-01 1.218696314701807198e-01 7.418009056181452365e+01 6.144739964419491107e-01
4.103010411467043639e+01 2.185115713897729250e+01 2.581320834412328935e+01 5.325640187972212614e-01 -4.778272267465367151e-01 4.449816092194677219e-01 6.064759693127559359e+01 5.165463873173345988e-01
3.231664037281970536e+01 2.560819720660370891e+01 2.500979671068554211e+01 7.924152050205622855e-01 1.103700019379091901e-01 -9.741898228152461314e-01 5.565036125223873142e+01 5.861483088973318267e-01
3.636748020960866512e+01 2.152552858123955559e+01 2.419217956509017853e+01 5.918894698553320843e-01 -4.002274317168474371e-01 -3.419246536394358049e-01 5.586045996605569997e+01 5.103812278409431968e-01
3.216053608235765182e+01 2.539865399699528581e+01 2.484605566177370761e+01 7.897459772422219526e-01 -3.406731584876532271e-01 -3.902227176067358805e-01 5.529136170856085641e+01 5.624540874994147233e-01
4.479594059001964723e+01 1.718936666419464032e+01 2.362878385952341631e+01 3.837259902970842074e-01 -1.611469484130479135e-01 -7.565570888521686577e-01 6.022741826814529986e+01 4.751466042455756988e-01
6.365886026787572405e+01 1.439799986194691073e+01 2.505038464763081407e+01 2.261743267372412769e-01 2.102279493429027313e-01 -6.115927590592412644e-01 7.630860625002151210e+01 5.520371622825825941e-01
3.099156782622831940e+01 2.890069004507582662e+01 2.605055129805836955e+01 9.325339785042119356e-01 -8.597141328304312990e-01 3.903597524503324978e-01 5.740416917883261050e+01 5.933905460877473281e-01
3.368860608239237564e+01 2.274614892611892714e+01 2.400629967708600887e+01 6.751881888638718854e-01 -6.273709687768332932e-01 -2.895305616083976852e-01 5.447181613394945998e+01 4.821139563712715792e-01
3.908016879103320207e+01 2.329057086458528758e+01 2.609070171407140748e+01 5.959690447890086951e-01 1.016569235281318401e-01 -7.611062123047069861e-01 5.990189165163117480e+01 6.180910989275347767e-01
4.055834814436641267e+01 2.197243560647063632e+01 2.574875892149329104e+01 5.417487795178518306e-01 1.541207052192576366e-01 -9.345479805448275723e-01 6.014234074971753330e+01 6.181810317932963095e-01
6.614110241896818820e+01 1.397470929394521377e+01 2.504637505185642965e+01 2.112863073467232677e-01 7.767582423636174016e-02 7.502847117747185601e-01 7.852814851800395957e+01 4.882980914894490265e-01
3.497879264286486034e+01 1.986305153737286133e+01 2.276606966764904527e+01 5.678598383933820548e-01 -9.140221777855684904e-01 6.546153624408691286e-03 5.321725809712972222e+01 3.724330502574718649e-01
4.627571794571559849e+01 2.093178525820906088e+01 2.668161475592531673e+01 4.523276177532976061e-01 -3.333146675566200368e-01 7.522521823936751950e-01 6.490075150672470272e+01 5.273406654702595953e-01
4.758962829232370950e+01 1.649981110464851142e+01 2.374857067578882663e+01 3.467102328115884702e-01 -3.894102805225100883e-01 4.288122565167084566e-01 6.244608884423822559e+01 3.969211842174024674e-01
3.880428531989099383e+01 2.229593545992543113e+01 2.541292628730875691e+01 5.745740522244996429e-01 -8.356557636060621963e-01 8.602626112728581909e-01 5.894250737636527049e+01 4.675652946791220566e-01
4.251061840886767840e+01 1.896673057404660412e+01 2.433049318839871944e+01 4.461645415652236712e-01 -7.026143989208915031e-01 8.703453358327754019e-01 5.963561776660665714e+01 3.948479994261974158e-01
8.867415415546035717e+01 1.136435190418784380e+01 2.523315743065317207e+01 1.281585599820243837e-01 3.442896851372998501e-01 9.469116070251301642e-02 9.866588257620016122e+01 5.540278622314461776e-01
3.573621681027734809e+01 2.268649973587094593e+01 2.466092099463094911e+01 6.348321607827988045e-01 -4.750451299921678583e-01 -2.392650690661064228e-01 5.632479447115145632e+01 5.131353281308997927e-01
4.497488588611884097e+01 1.888432528145774825e+01 2.491140461464757294e+01 4.198860076993825574e-01 -2.063981810307919385e-01 -1.762531405416783992e-01 6.186949374655929290e+01 5.051069538800692094e-01
6.427141339588823143e+01 1.369592631401920713e+01 2.445586416967962151e+01 2.130951474438152748e-01 1.263418528215161096e-01 -3.270850276498816211e-01 7.639197036976528921e+01 4.990458011262783877e-01
8.363209599563793972e+01 1.078892691741137178e+01 2.388894658047438213e+01 1.290046218376985077e-01 3.162662152242223801e-01 -3.439515687504077213e-01 9.314802352669741481e+01 5.318650140283305294e-01
5.373975255046609334e+01 1.687945806231764223e+01 2.539849160603514733e+01 3.140963115985029863e-01 -1.808059421494305485e-02 5.633778574599594691e-02 6.869586468470212992e+01 5.206050505699699738e-01
3.576960439306571260e+01 2.634686244083548345e+01 2.666272144659848919e+01 7.365712561792570057e-01 -6.840725367923896627e-01 5.688141004201860973e-01 5.954468378782226523e+01 5.798959357214120702e-01
8.454695790327930638e+01 9.690327409001403325e+00 2.255367451704608328e+01 1.146147377660473726e-01 1.908097659765101428e-01 7.733063751334495750e-01 9.322002419706846865e+01 4.323275088101840580e-01
4.844634795169908159e+01 1.582563182152329340e+01 2.339747142511834355e+01 3.266630507897400060e-01 -5.095076191465919280e-01 8.912788608178556782e-01 6.273873166164385395e+01 3.358313239791855254e-01
5.555465393471031632e+01 1.451760277678106270e+01 2.370609348196803623e+01 2.613210910078322957e-01 -1.673843335523851616e-02 -3.633959150717618325e-01 6.848266020088895800e+01 4.655319025922449172e-01
5.796062362338067686e+01 1.616389143235507930e+01 2.564572680630851309e+01 2.788771138382773462e-01 -5.414948955609234088e-02 7.442454048995048588e-01 7.230004236365839176e+01 4.915218821125585391e-01
3.860146429546404789e+01 2.286562141254226077e+01 2.568878406854989649e+01 5.923511408148611768e-01 -5.962805943727969016e-01 4.725444576986813638e-01 5.920883950745329116e+01 5.195216512298435063e-01
4.545187551300020345e+01 1.981636430855557407e+01 2.569242465986241797e+01 4.359856240230983171e-01 1.413611966699956368e-01 -9.271251313570548769e-01 6.300092613889571425e+01 6.026277241977097132e-01
7.720160843286620889e+01 1.195796177656581349e+01 2.449833180490447404e+01 1.548926508048643069e-01 2.562373460175556561e-01 -2.895545198278391963e-01 8.775387934371494225e+01 5.201697651382344301e-01
3.866104312244806351e+01 2.323429747548291147e+01 2.592449328077180937e+01 6.009744072837031048e-01 -4.457497953374634503e-01 3.281284149369481096e-01 5.952466282743346682e+01 5.550844313398223262e-01
4.532039446983192477e+01 1.887773493788073509e+01 2.499433948610064959e+01 4.165395107151357856e-01 -9.913412393282108881e-02 -4.061563888533871181e-01 6.215472171463117945e+01 5.327010155077956943e-01
9.340639859430791603e+01 1.013353486780937196e+01 2.413576007143968383e+01 1.084886583821988715e-01 3.952947860024944582e-01 -3.982842548950318862e-01 1.023125857484189822e+02 5.651180515229021761e-01
5.691317372038041356e+01 1.670366388345344077e+01 2.590712953704420940e+01 2.934938045367151416e-01 2.176866049426501859e-01 -7.079448971930037970e-01 7.154037954736323002e+01 5.950973158947522323e-01
3.785571042208520254e+01 2.149492254277319958e+01 2.463742414571531114e+01 5.678118916038875641e-01 -4.702945771172709066e-01 -4.357183336177820887e-02 5.728340987107515048e+01 5.034311207654130760e-01
3.662377150210129173e+01 1.911552425897155416e+01 2.279592775989578257e+01 5.219430843673431575e-01 -5.772194709806667268e-01 -4.234770932197012838e-01 5.404703006446013092e+01 4.194518987292926160e-01
6.510332078856028204e+01 1.480139626738188952e+01 2.569383985252872904e+01 2.273524005857276709e-01 2.608582039521835094e-01 -5.298065970201316643e-01 7.804384374767845145e+01 5.822783145029033491e-01
4.693631929966003469e+01 1.704919494238207633e+01 2.402765628761845207e+01 3.632409868684689513e-01 -5.540300385147943762e-01 9.547030719009745869e-01 6.230396840187952989e+01 3.646472762128761813e-01
3.683284587747451866e+01 2.190244420757717947e+01 2.456161341178096436e+01 5.946443639037902740e-01 -1.023189921051018414e-01 -7.815734225692991810e-01 5.659038091940647774e+01 5.593839861643540301e-01
3.633229858770219778e+01 2.553209593709993541e+01 2.643257371391931088e+01 7.027382502504829764e-01 -2.067325144807990178e-01 -1.615268765455364908e-01 5.929921983670732999e+01 6.053001602412768634e-01
3.412988579994290461e+01 2.306146585246131409e+01 2.433027256433499019e+01 6.756971291272205749e-01 -4.787425500223932984e-01 -3.693004410163960305e-01 5.512585888358429287e+01 5.122859777488376620e-01
5.240407526114881875e+01 1.804968652409470309e+01 2.605673510587780584e+01 3.444328792015976526e-01 -3.389450893576142348e-02 2.497027206334506699e-01 6.836695668009154758e+01 5.425437135832648083e-01
5.030140890576180368e+01 2.042724926678052100e+01 2.736244735473593792e+01 4.060969605255067005e-01 1.627863329828183603e-01 -2.277883905411554055e-01 6.818717700132978621e+01 6.353195019287054546e-01
3.533995855134286757e+01 2.446526011763649322e+01 2.551183559339883544e+01 6.922832148230363414e-01 -9.536183787082460617e-01 6.901273987518893316e-01 5.758028447278820749e+01 5.041991191541124184e-01
3.070655182566643759e+01 2.634501047172719268e+01 2.474595091814536829e+01 8.579605623353124821e-01 -2.727502636262388869e-01 -5.774007350134882088e-01 5.482304479996885505e+01 5.559275571164535856e-01
3.661642066658363603e+01 2.456495046236491930e+01 2.600586045072629560e+01 6.708725215401253328e-01 -1.269485358420211624e-02 -4.865001248508302178e-01 5.866205990716348850e+01 6.164200865159090714e-01
6.487446951729496902e+01 1.236047845398675626e+01 2.316875458141862509e+01 1.905291641836325267e-01 1.375606176678081938e-01 -9.364325036126355251e-01 7.584096302972116632e+01 4.737195565931499597e-01
5.577357858254413259e+01 1.310515754922920628e+01 2.242360427071552209e+01 2.349707134146637733e-01 -2.854323878695342875e-01 6.024431349488839071e-01 6.761824384941617438e+01 3.125955973420556089e-01
4.779171987430022739e+01 1.734510222711339367e+01 2.445414037215845227e+01 3.629311159492429328e-01 -2.554763954289255845e-01 1.825635519571043308e-01 6.332197211967265815e+01 4.604169775434664436e-01
4.181094224106200130e+01 2.198010667761606385e+01 2.612401363449247071e+01 5.257022563827723483e-01 -2.092479801434107556e-01 2.490394537118337248e-02 6.143041661892127081e+01 5.686124392167699604e-01
6.802191942009457648e+01 1.373273508237946317e+01 2.510389196943576451e+01 2.018869093882497967e-01 2.460888397601843358e-01 -6.075527940910382396e-01 8.007611133772050493e+01 5.534941199968588244e-01
3.853014933433121314e+01 2.063698926825951219e+01 2.431375885285375915e+01 5.356062622334946122e-01 -5.718322951779593044e-01 7.658235438767074799e-02 5.722648577000533265e+01 4.637040520159169121e-01
8.180015964461297528e+01 1.147075591144555062e+01 2.451649976730305269e+01 1.402290161936251001e-01 2.981063274379232575e-01 -3.112149704386080740e-01 9.191082973818595292e+01 5.320128355366164907e-01
3.925266819242693828e+01 2.207333305244375765e+01 2.541635864514056564e+01 5.623396846358177381e-01 1.131879957463264169e-01 -8.780763851868371717e-01 5.897513895757298741e+01 6.109186295070533346e-01
4.213351620578442436e+01 1.593568520471834127e+01 2.205006616907075667e+01 3.782187351012152865e-01 -6.762663827977766218e-01 1.847604939946859426e-01 5.666332817639254671e+01 2.985130623618561518e-01
3.530815927078246830e+01 2.548834772593721354e+01 2.604679731786150043e+01 7.218826541045101353e-01 -9.404734553964149146e-01 7.561832212220800375e-01 5.841767131787151612e+01 5.323935417372961387e-01
3.332897515481588613e+01 2.903400859027322412e+01 2.706774018624329159e+01 8.711341544529292991e-01 -3.908109451088581654e-02 -2.789965988322360424e-01 5.958171304888051623e+01 6.403610638847107017e-01
4.150599189616754359e+01 2.174131590310885542e+01 2.588389117496060621e+01 5.238115006984410682e-01 -2.932391019770709262e-01 1.650731940103747908e-01 6.094816335565740673e+01 5.507360459315990830e-01
3.106433052957923024e+01 2.580195532589361918e+01 2.462508837189084687e+01 8.305975015725892696e-01 -7.154785536666579127e-01 -1.458747523334076868e-01 5.474569222342945096e+01 5.211463950053433214e-01
3.243846540564949521e+01 2.770343656384833508e+01 2.608080164368615073e+01 8.540304301517140928e-01 -9.383345555607577326e-01 5.378562961868820214e-01 5.770022549070759510e+01 5.720910781017080060e-01
3.604872108345038129e+01 2.335109932300710511e+01 2.513976937520718735e+01 6.477649864179888528e-01 -7.311470938492358185e-01 4.280739072241099841e-01 5.721883786126237936e+01 5.102676075570167225e-01
3.433070049562618209e+01 2.593064431187590202e+01 2.592327219469506971e+01 7.553194061734782583e-01 -9.405535182281887785e-01 6.939367356979833090e-01 5.787549460726607720e+01 5.444742234305942619e-01
8.872213845676436961e+01 9.331272838505874745e+00 2.251599750803688949e+01 1.051741200202601506e-01 2.323317207987478927e-01 7.459266871353357198e-01 9.706645457229129192e+01 4.480614878130557144e-01
7.727461318217740427e+01 1.197794067087391490e+01 2.453167870710099052e+01 1.550048609448944348e-01 2.481813316233512090e-01 -2.495441912841118159e-01 8.785179280084915376e+01 5.154747267220081142e-01
3.463060149245055896e+01 2.467445147820209073e+01 2.537500785758035704e+01 7.125042712174981530e-01 7.217721926012929390e-02 -8.225728201038261522e-01 5.692667808863287604e+01 6.033921965062366555e-01
5.159083631126066649e+01 1.710232335629486755e+01 2.511851209925170281e+01 3.314992463605783146e-01 -1.274508641233278172e-01 3.037806177743819780e-01 6.680711590638877340e+01 4.934134720094001114e-01
