# m1 m2 mc q a1z a2z Mf af
3.497096312791688177e+01 2.194743669228966709e+01 2.398856684352707092e+01 6.275902843170282353e-01 -3.926984850854681186e-01 -5.883411143973399371e-01 5.493638463662647098e+01 5.020259123867076845e-01
3.334869493880224667e+01 2.417462340081601369e+01 2.465439500916137305e+01 7.249046310561342299e-01 -3.799202553091615003e-02 -8.937399384226523136e-01 5.532982865246476933e+01 5.694338872601616419e-01
6.763400180220243385e+01 1.228995120186758783e+01 2.351222639264128844e+01 1.817126130996935540e-01 9.429214344010342086e-02 -1.573360906595132336e-01 7.857503876498846296e+01 4.492903362826289326e-01
3.774765486504242062e+01 2.223391361801310495e+01 2.504609191992358674e+01 5.890144354001610738e-01 -6.027603277912363389e-01 2.890130606248019762e-01 5.785270001262081507e+01 5.012786235311861294e-01
3.829338268081264829e+01 2.044622638085759547e+01 2.412436705831728645e+01 5.339362821843999241e-01 -3.009380773549734100e-01 -5.008516669561258183e-01 5.675577526531191808e+01 5.074770185087723595e-01
7.336651208152433412e+01 1.140492501389089242e+01 2.332943790126314809e+01 1.554513727082708074e-01 2.143423502894065968e-01 -6.825265200910175523e-01 8.346974720874474940e+01 4.890078932308420390e-01
4.637808590363404448e+01 1.737133206005736241e+01 2.414306039808276694e+01 3.745590556745292399e-01 -2.491893798278634609e-01 -1.536911617060586210e-01 6.196300734477155459e+01 4.587970470672605994e-01
4.345148918315840803e+01 1.940367607886831181e+01 2.488083861457202417e+01 4.465595182958443932e-01 -2.261596734425218580e-01 -1.697612195139592273e-01 6.082371504391328187e+01 5.133793532275351401e-01
8.095725966631088966e+01 1.006389130028829548e+01 2.263521257045603363e+01 1.243111654442057151e-01 2.466710421192422897e-01 -6.211757471486440974e-01 8.990228201958403531e+01 4.752931204516414598e-01
4.621271394876401217e+01 1.940177844533981855e+01 2.559539607523836580e+01 4.198363780766165010e-01 -3.385311993059273439e-01 6.034518094098713092e-01 6.354004875503974148e+01 4.926417926656190827e-01
3.534864965750963250e+01 2.141138583308201859e+01 2.380137416915754045e+01 6.057200498614601081e-01 -5.039084071624764238e-01 -3.774281568926928787e-01 5.482638593408139371e+01 4.829534240522011523e-01
2.961030176227282951e+01 2.800952550232911875e+01 2.506887013913434714e+01 9.459385360947825117e-01 -9.407448335397434747e-01 2.238486851889996965e-01 5.538069564618253793e+01 5.578858080672134401e-01
3.652187194740706389e+01 2.375784054196932260e+01 2.552594099904954561e+01 6.505099348735888798e-01 1.815613760613231653e-01 -9.754234075573484652e-01 5.787324273698001065e+01 6.194561722508953316e-01
3.820662833367364186e+01 2.106022789714233312e+01 2.447928281625204505e+01 5.512192207387421883e-01 -3.132305459341985232e-01 -4.343490226740665539e-01 5.722242615597649262e+01 5.146373999108989628e-01
3.171897267567671364e+01 2.466334366646193743e+01 2.431050931766684187e+01 7.775580854601481517e-01 -8.771655256480137552e-01 1.042059629905464913e-01 5.435294357539950028e+01 5.010084118935582698e-01
2.937011284417084767e+01 2.795719399081326628e+01 2.494406382813217604e+01 9.518926310956272729e-01 -9.973476236689156060e-01 2.052668861288292068e-01 5.515018883194387911e+01 5.465378237775798675e-01
4.154916644052299546e+01 2.079247236818931199e+01 2.528863721094516137e+01 5.004305537140780746e-01 -3.259246661919525390e-01 1.159552142417436260e-01 6.018392742408327933e+01 5.249831872236128127e-01
5.182747123568547920e+01 1.691655426772816284e+01 2.501935810989872522e+01 3.264013054158115268e-01 -1.890521761192200667e-01 4.634479431993049348e-01 6.691953603642765813e+01 4.666380525739080576e-01
7.515856585624820241e+01 1.231197417418588280e+01 2.462699071437025111e+01 1.638133196651775092e-01 2.730047151487972057e-01 -4.793338160875953990e-01 8.599144965024505893e+01 5.378911911519373978e-01
9.069287990580234293e+01 1.114123957247267072e+01 2.518403771515410838e+01 1.228458020524263589e-01 4.120288941451568099e-01 -5.007721404248024477e-01 1.004265147456461875e+02 5.910285630058701445e-01
4.528683800401636006e+01 1.736622492366167947e+01 2.387910200328729005e+01 3.834717920054723228e-01 -4.628362093792249277e-01 3.801485476074200065e-01 6.095094995088732048e+01 4.012782023760591565e-01
4.759631550528207100e+01 1.626523935452399172e+01 2.356418254000787726e+01 3.417331611040130279e-01 -2.753164603938905164e-01 -1.235811400860138409e-01 6.222199071291354500e+01 4.218928734031849315e-01
6.392809651112798264e+01 1.523217867289738692e+01 2.590423791277783749e+01 2.382704867529712445e-01 5.700582658465813690e-02 7.742473834873614402e-01 7.739963904809907547e+01 5.071166157939195340e-01
3.606976672696491448e+01 2.170263172197287460e+01 2.420189436858437304e+01 6.016848372281957680e-01 -3.172203233465363259e-01 -6.111916210635384150e-01 5.575145822162811982e+01 5.145222738202990254e-01
9.069287990580234293e+01 1.114123957247267072e+01 2.518403771515410838e+01 1.228458020524263589e-01 4.120288941451568099e-01 -5.007721404248024477e-01 1.004265147456461875e+02 5.910285630058701445e-01
7.250465461420606061e+01 1.263862346144435200e+01 2.461553757039189350e+01 1.743146495724155476e-01 2.435297831442345406e-01 -4.558218274054662289e-01 8.363694101427691407e+01 5.297699761098090265e-01
3.962480107701762222e+01 2.204420638807141231e+01 2.551194361140735722e+01 5.563234587657538421e-01 -6.983021270694060867e-01 7.148119414045321918e-01 5.949671056343739650e+01 4.838416714551901920e-01
4.059284431977058460e+01 2.087352922573705172e+01 2.506684654213639263e+01 5.142169654657750000e-01 -5.542447253267027696e-01 4.437709410562368229e-01 5.939976437008241561e+01 4.799560113822964325e-01
3.936377635910170625e+01 1.993020831945517912e+01 2.410810248343124229e+01 5.063083413958811008e-01 -1.549808685213605042e-01 -8.458910956342009513e-01 5.732629720902762926e+01 5.218155746926550487e-01
3.461818689768562507e+01 2.412635628092395734e+01 2.507749352324749381e+01 6.969272062754074959e-01 -1.708952091271950247e-01 -5.511464768831978445e-01 5.645244954839002105e+01 5.737242439150773698e-01
8.714670454646714859e+01 1.103258193724375502e+01 2.462367690298066947e+01 1.265978099190327444e-01 3.025115130674178587e-01 2.753931781381258048e-01 9.689352639308262383e+01 5.246074996565711634e-01
3.301941761490235194e+01 2.345326518989130093e+01 2.415549546766775535e+01 7.102870639155777210e-01 -8.422657640851062277e-01 5.806432516956978873e-02 5.451200281067129083e+01 4.767359317854278355e-01
5.086457751330005550e+01 1.741282515759992222e+01 2.520666619241342588e+01 3.423369662914593770e-01 -8.527954317140547247e-02 6.727910919070811957e-02 6.633593609227901311e+01 5.124044766922627447e-01
6.690435297329776176e+01 1.294358864031017653e+01 2.410197886755533148e+01 1.934640731893199905e-01 -7.496734574416893948e-03 9.402567080801962351e-01 7.847251200306645558e+01 4.188973386186516934e-01
4.077296905655020254e+01 1.804368971915557651e+01 2.323370885303148725e+01 4.425404903461855333e-01 -6.976059098618178078e-01 3.942043495740986114e-01 5.716742131523008652e+01 3.675956961266048650e-01
3.834988080586607140e+01 2.252135931832311755e+01 2.540579216171234833e+01 5.872602168525699051e-01 -8.732425581443775675e-01 9.243221458476038599e-01 5.868241314002138154e+01 4.718158569651719758e-01
9.165133653611263753e+01 9.949809764328994888e+00 2.369149279529395002e+01 1.085615348381586548e-01 2.920622572554603114e-01 8.817489075159589129e-01 1.004918287801157817e+02 4.979753390695130233e-01
3.965598118354704127e+01 2.208780800870675520e+01 2.554807223482121969e+01 5.569855378555307324e-01 -7.148130327846402565e-01 7.577042160730935727e-01 5.956339137360846081e+01 4.824459318975668487e-01
3.871119867734261533e+01 2.096031409175939686e+01 2.456898605053457985e+01 5.414535020334391158e-01 -6.598127452970252715e-01 3.688699280835696648e-01 5.769152091977784380e+01 4.602760296932414952e-01
3.249531572606695562e+01 2.500283631888185454e+01 2.477166771841744364e+01 7.694289395325119019e-01 2.144844320037100904e-02 -9.711070318190124784e-01 5.529969115252396250e+01 5.704314638470432408e-01
5.216108715033453791e+01 1.702518712560799585e+01 2.518019727199937563e+01 3.263963244581033485e-01 -2.536035674264159878e-01 8.593192919859049539e-01 6.735751828134443997e+01 4.506786262718107672e-01
3.805690337893526731e+01 1.930436349064327217e+01 2.333079907713919710e+01 5.072499803367700455e-01 -5.234762927750261641e-01 -3.052732756562467897e-01 5.559262766613625217e+01 4.368534862366516003e-01
4.771435530514805379e+01 1.862539717799597838e+01 2.540375948697826303e+01 3.903520661419567772e-01 -1.585483732329444617e-01 1.159983463539617093e-01 6.429739091346459645e+01 5.181117231463426842e-01
8.674475101537407795e+01 1.084462361777705297e+01 2.433291315241002906e+01 1.250176349673886578e-01 3.829901581318002068e-01 -7.785723646510531726e-01 9.625169307342817149e+01 5.706452033472533270e-01
4.823253771317035188e+01 1.838241530432168247e+01 2.534727441055145647e+01 3.811206329975498908e-01 -5.912631516004582949e-02 -2.654288818289341489e-01 6.456729434918688071e+01 5.359302817794947549e-01
3.375847483504337987e+01 2.509426527590744271e+01 2.528255983587574462e+01 7.433471268630313933e-01 6.262802934744282624e-02 -8.741923928059451843e-01 5.651917085376517491e+01 5.933535543994696848e-01
5.656503238888804219e+01 1.651337673650384730e+01 2.567275880283637335e+01 2.919361315480804020e-01 2.251328263464258961e-01 -8.346309959439758286e-01 7.102892157133861417e+01 5.943921449405442647e-01
5.536400180127564141e+01 1.685776585812283201e+01 2.572070522898664180e+01 3.044896559073230202e-01 -3.633702497762830719e-02 4.291830328863799893e-01 7.029394960329734943e+01 5.155578567724962147e-01
3.009326958092253435e+01 2.609691691381507539e+01 2.438389347657156492e+01 8.672011143102601460e-01 -2.739234347442894846e-01 -6.475868151688440877e-01 5.403042911258634007e+01 5.460096699095742245e-01
7.015844457815073554e+01 1.279557995193141728e+01 2.444085891062242766e+01 1.823811806101002519e-01 1.708502511065170260e-01 1.150016314686863605e-02 8.147958863122835282e+01 4.995113098372626625e-01
8.572479603075993282e+01 1.132173939414990649e+01 2.482079922237219449e+01 1.320707650338114325e-01 2.538473135821807114e-01 9.405645643240295728e-01 9.575869652781403829e+01 5.033652725937399763e-01
3.188210400331925598e+01 2.358957170346385013e+01 2.382023056792952076e+01 7.399000925725582878e-01 -7.179974108321939275e-01 -2.242576092696641765e-01 5.351017674074830666e+01 4.873010214448635358e-01
7.494814425232705446e+01 1.136288575525237121e+01 2.349289051109684578e+01 1.516099680466680422e-01 2.409845852185533155e-01 -8.083646119292366983e-01 8.499875877849841288e+01 5.010027705762170047e-01
7.458151261965622325e+01 1.184130165569478876e+01 2.400450188136795049e+01 1.587699315791829546e-01 1.948375147586470790e-01 -2.373458298354687301e-02 8.507805816405439714e+01 4.875680996274624479e-01
3.368680748208326037e+01 2.313123891246653230e+01 2.421575365384941136e+01 6.866557160327277920e-01 -8.777517237370261460e-01 2.168480372962194036e-01 5.485512937850253934e+01 4.727385953171464039e-01
3.113363736281754512e+01 2.724059482132324206e+01 2.534099324934892294e+01 8.749570281131459071e-01 1.509716351427124389e-02 -7.499748588655672510e-01 5.601581525814161466e+01 5.860862545485739927e-01
7.666533406948894935e+01 1.262735916054615970e+01 2.519902602135335457e+01 1.647075476003379280e-01 2.149295833650672061e-01 5.783607596811466411e-01 8.782094544190614727e+01 5.145419552937507968e-01
4.320238343316579943e+01 1.746769812769865382e+01 2.344504740800881137e+01 4.043225567571110401e-01 -5.586255383979812361e-01 3.723371236015972086e-01 5.901023708968983783e+01 3.828004599799372798e-01
3.600295060965932237e+01 2.134647746462935558e+01 2.397136529610288491e+01 5.929091117021463297e-01 -7.964602033951225790e-01 2.983094321576694741e-01 5.545013994024283477e+01 4.480369660012180066e-01
6.937743549221488593e+01 1.231347697353591997e+01 2.379713188613077790e+01 1.774853291444833392e-01 1.111159936592335529e-01 2.072206871143572604e-01 8.032894916485399506e+01 4.597318882179639021e-01
7.788707081875597282e+01 1.195230022670456549e+01 2.458423950522392687e+01 1.534567945752857154e-01 3.141289854089652778e-01 -6.846825156610345520e-01 8.838194100894351379e+01 5.522005689014142238e-01
3.351795124893158118e+01 2.539954123848171008e+01 2.535205401453182361e+01 7.577891933144734748e-01 -6.440527985055962690e-01 8.610364872328064856e-02 5.664315430210071867e+01 5.445367647053345195e-01
3.651620236414647280e+01 2.103322574518089993e+01 2.394565331402482400e+01 5.759970748171893140e-01 -3.058493655918291254e-01 -6.593611653547872820e-01 5.558093067015275324e+01 5.072928537982774877e-01
3.434651317067257992e+01 2.204328889328386154e+01 2.383720404785967872e+01 6.417911705839747238e-01 -4.804333441335212340e-01 -5.049942703910204056e-01 5.443891247557213831e+01 4.897431377574912870e-01
3.223395246875355014e+01 2.391215689099238517e+01 2.411545465282849321e+01 7.418313628827237771e-01 -7.700589900959106116e-01 -1.583019793774026462e-02 5.412795552716105618e+01 4.987681066605642033e-01
4.668718097222385666e+01 1.776259081881396895e+01 2.451196348507874490e+01 3.804596989777915828e-01 -3.947715391692612763e-01 5.392409099254890092e-01 6.263655715311568173e+01 4.329431270133783927e-01
3.091001378962313595e+01 2.512190114531062690e+01 2.423281839649819602e+01 8.127431231927936262e-01 -2.419011155524789514e-01 -7.582944676117707727e-01 5.392767362143170118e+01 5.383990669440357202e-01
4.403724742968869776e+01 1.809350756437404328e+01 2.410707021303701225e+01 4.108682676696068792e-01 -2.788620634194803882e-01 -2.641762272798097722e-01 6.029880870302103801e+01 4.675966494490321756e-01
5.402367739923350598e+01 1.637067388160645720e+01 2.503126845906799502e+01 3.030277587478472090e-01 -4.836691371232289260e-02 1.360093026896787016e-01 6.855972684340538592e+01 5.000139766363215221e-01
3.931316367137333856e+01 1.930260107507883305e+01 2.368587378515086783e+01 4.909958719281197204e-01 -8.178390186613392343e-01 6.295926732019220262e-01 5.685457877244382274e+01 3.841669922870888376e-01
7.307721185703901767e+01 1.187098678222971948e+01 2.383035102290216400e+01 1.624444403469160192e-01 8.266143155922012209e-02 9.554904565012379836e-01 8.367799431330038828e+01 4.313656156382985052e-01
3.498102776043338480e+01 2.203547481049633205e+01 2.404212617608328273e+01 6.299264550317298372e-01 -5.495262515664347536e-01 -2.638750641288868382e-01 5.503608028529430385e+01 4.890729104496182589e-01
3.862221459263494694e+01 1.922193568686336462e+01 2.343843910730101499e+01 4.976911834188008088e-01 -5.019121609857435384e-01 -3.038218165366433632e-01 5.606776805801153785e+01 4.386525833058709800e-01
3.147900465169438178e+01 2.747705957819301048e+01 2.559110576112675872e+01 8.728693896842776301e-01 -8.814329265121118029e-01 3.662690649155916911e-01 5.660054860370392049e+01 5.672667131523945194e-01
3.643859111176913501e+01 2.201408208906655162e+01 2.450171136714619635e+01 6.041419664537008849e-01 -3.065259593670855431e-01 -5.133515458136058696e-01 5.636491049853476909e+01 5.263638321490343719e-01
3.099728634210806533e+01 2.561198172574365017e+01 2.450657432024019400e+01 8.262652879697800490e-01 -8.824802189620919446e-01 1.226073864888114345e-01 5.451687837059429853e+01 5.194014044478021397e-01
3.894210248940110120e+01 2.251098546169203019e+01 2.558465703812260728e+01 5.780629196335472786e-01 1.467396269955128785e-01 -9.434520807090711614e-01 5.907271735316624728e+01 6.159925700302028018e-01
3.003017259407599937e+01 2.749354866461062485e+01 2.500942931184816942e+01 9.155308241563097083e-01 -6.709102927907577563e-01 -8.280745409149736780e-02 5.526619117478939813e+01 5.550407914821915423e-01
3.001466831010609582e+01 2.620579497905543676e+01 2.440392313301387972e+01 8.730996027776128932e-01 -2.795252921581160566e-01 -6.867880280898355227e-01 5.408241153429479198e+01 5.393428040927119582e-01
5.842962761996578536e+01 1.418925625901175991e+01 2.393016738853338765e+01 2.428435168421850254e-01 -1.773205748788812819e-01 9.593336659184730220e-01 7.115038023191577565e+01 3.905367828053185608e-01
3.799295404481529914e+01 2.151902938164523249e+01 2.469417716247929917e+01 5.663952678241881422e-01 -8.432674537357838229e-01 6.564813034072738418e-01 5.752264123052356126e+01 4.430595172354895306e-01
4.034307859023270026e+01 2.179137651037009604e+01 2.557206040503742273e+01 5.401515519355014616e-01 -3.561556138259212162e-02 -5.774182749781718860e-01 5.982176510108055822e+01 5.855693914487620777e-01
4.274728756501282589e+01 1.998249419879500621e+01 2.508650726044039558e+01 4.674564244200136165e-01 -2.708074517705132966e-01 1.135298773321793270e-02 6.063704254411279493e+01 5.191074424529347198e-01
6.218627913134086782e+01 1.565250942138248469e+01 2.598531069349501976e+01 2.517035854215287083e-01 1.030929038488346966e-01 3.096827995878934092e-01 7.598374942413369126e+01 5.346582464331698370e-01
4.499930224410307744e+01 1.925888159689518631e+01 2.518351903076555587e+01 4.279817827490638993e-01 -2.372276874370842226e-01 1.190308484071036094e-01 6.220089191891555913e+01 5.130265413202222957e-01
3.312592796657099115e+01 2.496883065694235526e+01 2.498689914744261742e+01 7.537549040781479359e-01 -8.206829890255369353e-01 3.052350165984225594e-01 5.590438082811747478e+01 5.273797882131262549e-01
2.956795234539373496e+01 2.588812739313982547e+01 2.407483386794764257e+01 8.755468451359577076e-01 -2.533734485493359112e-01 -8.134660812543141883e-01 5.340116011656247252e+01 5.262845020586770506e-01
6.058692656822177014e+01 1.351501798170404633e+01 2.365655002516896843e+01 2.230682219288007140e-01 -1.590993816815625128e-02 3.113459419892364299e-02 7.264649055558898283e+01 4.355229864534258533e-01
3.280521346637259228e+01 2.600312795977412605e+01 2.539178841317175994e+01 7.926523016358045792e-01 -9.610876307874168800e-01 5.428806244195631958e-01 5.652733429763715378e+01 5.411396826621565070e-01
3.564536501284412395e+01 2.024951002562503177e+01 2.320471043438034187e+01 5.680825548659274027e-01 -9.216900811885616607e-01 3.159147109482763893e-01 5.418006874120985117e+01 3.940986597450861773e-01
6.452891007099174203e+01 1.491281025026705365e+01 2.570268921267433626e+01 2.311027760093989636e-01 1.859088095996317136e-01 -1.905627771674860971e-01 7.763515601325276805e+01 5.507247316725052411e-01
4.333696069375150728e+01 1.814275983165237704e+01 2.396573231067420195e+01 4.186440290508944284e-01 -5.792439724953419855e-01 4.960360040257275061e-01 5.973822467544312786e+01 3.946400401320697138e-01
5.794830121960129787e+01 1.393247050459735981e+01 2.360036710706343399e+01 2.404293173633989533e-01 -4.689696067106365052e-02 -4.164967324546691579e-02 7.038647872544319739e+01 4.362066463784277648e-01
9.272799646813456320e+01 1.018710612664397352e+01 2.413577240208801555e+01 1.098600909612525989e-01 4.167037610826233585e-01 -9.429640469202652531e-01 1.016578319482970727e+02 5.785975911552554418e-01
3.697937943536379635e+01 2.278087302570808603e+01 2.512091792821231806e+01 6.160425992417406516e-01 -8.082277586474729825e-01 5.863291474016864013e-01 5.763647566196459593e+01 4.837864440287393264e-01
3.427325426390924434e+01 2.503897730191785698e+01 2.543983585302477479e+01 7.305690060568494903e-01 -4.952334115099188971e-01 -4.090271276392187273e-03 5.697817383461671881e+01 5.605092526772823547e-01
7.484836469196864073e+01 1.278301251841808117e+01 2.511639999323770667e+01 1.707854616600557596e-01 2.219587947017352125e-01 3.910792861016473276e-01 8.612408654546793230e+01 5.235776063815049675e-01
2.922862799925194111e+01 2.798785077806755339e+01 2.489789106271829411e+01 9.575492485922998398e-01 -9.705549503792193500e-01 2.098532566391460574e-01 5.501568040115112268e+01 5.535302366351615433e-01
9.082945591564492815e+01 1.012958058952641416e+01 2.384854382909868065e+01 1.115230790211267087e-01 3.495277458900983847e-01 -2.852406887678192726e-01 9.977152163648410976e+01 5.359995146697371649e-01
3.710999379617522465e+01 2.109656421388775627e+01 2.416724720546525873e+01 5.684874088031265371e-01 -3.240773931523173168e-01 -5.449556422561615543e-01 5.620654335583725469e+01 5.087461584232075840e-01
3.398076877505560134e+01 2.591081253531427109e+01 2.578430224641632051e+01 7.625140180564344838e-01 -9.587866317728807042e-01 6.867434500875806425e-01 5.752721460418757715e+01 5.434020273515229871e-01
7.393697056202302065e+01 1.189772385473186134e+01 2.398074931014845035e+01 1.609171131071876482e-01 1.777774107458404140e-01 8.548906834582169212e-02 8.449363349313274796e+01 4.803520741408349726e-01
4.665869921073570481e+01 1.836703727951410769e+01 2.495548328267685534e+01 3.936465780273624704e-01 -2.259664675558686886e-01 1.545413965980046989e-01 6.306315627598819162e+01 4.954388033716178863e-01
3.571487724047890566e+01 2.126118613099886545e+01 2.382997039824336838e+01 5.953033518172543559e-01 -3.343267094756602331e-01 -7.116699496643750233e-01 5.503532588381161617e+01 4.996962962110487183e-01
4.614389937581710655e+01 1.904258901996107056e+01 2.532052198500048235e+01 4.126783665348582875e-01 -1.503485505993232274e-01 -2.606807725861481212e-02 6.310584035481349474e+01 5.291686006420868171e-01
4.569323235294407226e+01 1.916039964598243373e+01 2.529105850172196313e+01 4.193268600037639016e-01 -1.539903413053310410e-01 -8.635755669977546178e-02 6.277252093684870715e+01 5.288332147541141559e-01
3.495977618468516823e+01 2.133360208903407695e+01 2.363133397287690940e+01 6.102327994416534285e-01 -4.618296211381116012e-01 -5.508824194865975521e-01 5.438965656960861139e+01 4.814863601083023137e-01
8.332904064653675391e+01 1.198702409918287870e+01 2.534378265586974877e+01 1.438516993136782496e-01 2.971422274719758838e-01 3.491654686745708225e-01 9.388148385447949806e+01 5.417353888535030304e-01
2.964484804627626602e+01 2.957420119711215278e+01 2.577656632735804720e+01 9.976168928559244753e-01 -6.825136067048209743e-01 8.131518883321552094e-02 5.677522164848950581e+01 5.908564139652755509e-01
3.600394460405411934e+01 2.017868194048622854e+01 2.327155052181222672e+01 5.604575321509095431e-01 -9.102847281900706689e-01 3.352156660605021821e-01 5.446204338894963826e+01 3.932508718406743653e-01
3.665174806648648342e+01 2.380771455237095324e+01 2.559732503576850249e+01 6.495655953212278177e-01 -5.047724521792348318e-01 1.455926984352416131e-01 5.815617565897465369e+01 5.452058116691074208e-01
4.023542249207378063e+01 2.168888019082266538e+01 2.547623184330285184e+01 5.390493959668322121e-01 1.048522232965149875e-01 -8.876713828997880862e-01 5.959454853068916691e+01 6.063659685506718189e-01
3.536407682739478275e+01 2.384290648850102556e+01 2.518131036254814248e+01 6.742126085992189433e-01 -1.934214275813115891e-01 -4.612222822772627517e-01 5.689798011068197070e+01 5.745075469945364333e-01
4.071321312535125969e+01 1.815399476539130674e+01 2.329431066986633070e+01 4.458993376302003431e-01 -7.028305183870537931e-01 4.131379723270119930e-01 5.720597727582193670e+01 3.699027551897404176e-01
3.974515434226967159e+01 1.878158531516630703e+01 2.346059351165343543e+01 4.725503177928727094e-01 -6.728785428377481725e-01 2.874684154477890607e-01 5.680010004583788685e+01 3.978437962149912743e-01
3.745590030366874146e+01 2.307450075673243362e+01 2.544466995348129856e+01 6.160444835035062683e-01 -6.579547607145930233e-01 4.377682285732079071e-01 5.831320539796515590e+01 5.131037007280324636e-01
2.875352286244701716e+01 2.856369924518163828e+01 2.494860581190581428e+01 9.933982483407869379e-01 -2.862770828424912040e-01 -5.218574277222967073e-01 5.504838442098221662e+01 5.588425661244116327e-01
6.079106234004964193e+01 1.364716579799054408e+01 2.382155540932406979e+01 2.244929644698721027e-01 -1.196207911623346082e-01 8.881434233062821537e-01 7.301839580263714424e+01 3.957695977632768036e-01
6.508183639291698341e+01 1.318233703131466861e+01 2.406349613361132356e+01 2.025501700924550730e-01 -3.395892695591835181e-02 9.815243433351522606e-01 7.686579872969909388e+01 4.164404503400325197e-01
6.995655554155622724e+01 1.435501366841952198e+01 2.605684217470965081e+01 2.051989775267341054e-01 1.936166530839672772e-01 3.854069578466837176e-01 8.258212053168105626e+01 5.422465364164618107e-01
3.944027858774165907e+01 2.272548469037599261e+01 2.586792678540369295e+01 5.761999028434664494e-01 -4.691856300231758148e-01 3.708934950770839678e-01 5.985200710802324409e+01 5.391819309915458769e-01
3.258413962564826249e+01 2.633625814583890445e+01 2.547317405579984850e+01 8.082539066064090560e-01 -9.525515771211123806e-01 4.878500667971436555e-01 5.663693011487417550e+01 5.434013298621132027e-01
4.156653265523816287e+01 2.132667448009182465e+01 2.563772087555177137e+01 5.130732134185905791e-01 -4.858692846004286636e-02 -4.958016306664392858e-01 6.059642542190910319e+01 5.807639217037794399e-01
5.274852818055561698e+01 1.643603568295415229e+01 2.482004768220299695e+01 3.115923088260285079e-01 -2.650423418852362878e-02 -2.182704648806828851e-01 6.734548939444270843e+01 5.062874485064117192e-01
5.353081994377868114e+01 1.653373512106704979e+01 2.506601233928271455e+01 3.088638496184400450e-01 -1.376924767552371587e-01 4.284325574968007588e-01 6.826044693222789306e+01 4.723063915796630874e-01
3.624274909596243077e+01 2.442846187809112024e+01 2.580321496491412603e+01 6.740234250280019435e-01 -4.917896892442318313e-01 1.715489579802330633e-01 5.829522693148786061e+01 5.604410515736811815e-01
3.931850497518460230e+01 2.014289506009186326e+01 2.423172354908561488e+01 5.123006348487768591e-01 -7.144542878087917215e-02 -9.806528379658897565e-01 5.744987997239483235e+01 5.412857375600490517e-01
3.860279717635270202e+01 2.284575282430925469e+01 2.567746946009928166e+01 5.918159950933323810e-01 -4.306503108496660404e-01 1.680591083844471811e-01 5.915802564534168084e+01 5.423832093226483853e-01
7.066110999844096341e+01 1.313095500277234962e+01 2.487971965393608897e+01 1.858300131863491189e-01 2.503733299333756324e-01 -3.849351279928308611e-01 8.219961627719715125e+01 5.456897645007119380e-01
4.199760821243411613e+01 2.142389452889473489e+01 2.582417654061575618e+01 5.101217769480458353e-01 -2.655929640149289755e-02 -4.163489337841984050e-01 6.106858346277434890e+01 5.920816238785451269e-01
5.017375297263289724e+01 1.583437000539581341e+01 2.377535164991554595e+01 3.155907036500262830e-01 -7.426759288860924901e-02 -5.268833291669486885e-01 6.430239144835950071e+01 4.773943683514270120e-01
5.213642627336962931e+01 1.724573326290436981e+01 2.535386604552486745e+01 3.307808857568971250e-01 -2.701727381021522545e-01 9.075823803123510558e-01 6.753051979441075048e+01 4.495463022124648877e-01
3.717141693758110677e+01 2.116179620528383509e+01 2.422555896950470711e+01 5.693029200586863237e-01 -7.059960391078718978e-01 2.880549555896096403e-01 5.638733052640714050e+01 4.588284794036666114e-01
2.998316115211040511e+01 2.556101731697681956e+01 2.408494298618493801e+01 8.525124214655289689e-01 -9.180665496292198524e-01 3.116136108450776043e-02 5.353183846509678290e+01 5.084207805541888225e-01
4.735679244582971847e+01 1.694645453852814398e+01 2.404529432762232588e+01 3.578463334042900068e-01 -1.154917557141864892e-01 -5.184014391172375724e-01 6.250104518751383864e+01 4.884380757827762598e-01
7.501319211354507388e+01 1.257322041194041695e+01 2.490365881453882224e+01 1.676134564825442208e-01 2.830687239326607485e-01 -3.398235059066929686e-01 8.605611318405570387e+01 5.496159606571715539e-01
5.669860229300111598e+01 1.666503211287313135e+01 2.583038843643684856e+01 2.939231557552921537e-01 -2.631954796994614640e-02 4.787865463593507509e-01 7.145638636356514439e+01 5.123389804050644258e-01
4.191410150843947235e+01 2.155308606074137145e+01 2.588283975629780187e+01 5.142204004158749120e-01 -4.910877038546627299e-02 -3.844524178167867956e-01 6.111510317326247588e+01 5.881033996478307602e-01
4.024461537797171218e+01 1.855746232597028822e+01 2.344538058117363732e+01 4.611166525429858387e-01 -4.434480487532213577e-01 -2.899963279643659186e-01 5.704552002536765087e+01 4.375853120877080116e-01
3.151695375877788408e+01 2.374391540912307264e+01 2.376700186493534872e+01 7.533696178524259546e-01 -6.038177660709501682e-01 -4.056003801341329651e-01 5.327972694800023135e+01 4.968478181737825405e-01
6.526161719138858075e+01 1.503230401582057851e+01 2.594618412101685223e+01 2.303391283077815821e-01 7.457425217893966229e-02 7.820978760134704721e-01 7.855248025390592659e+01 5.083356849162723456e-01
2.949396985411971883e+01 2.786611290799777407e+01 2.495535893999641530e+01 9.448071265355767467e-01 -3.002156777782615249e-01 -5.256738564877555531e-01 5.509731610133707136e+01 5.575161495270156697e-01
6.054524794576503410e+01 1.384488206519620057e+01 2.397278718868545155e+01 2.286700035913323825e-01 4.306975126910934232e-02 -3.105760786272193097e-01 7.285317065412290560e+01 4.676628710926948318e-01
